"g1_geneID","g1_chr","g1_start","g1_end","g1_width","g1_strand","g1_geneType","g1_geneName","cor_r","g2_geneID","g2_chr","g2_start","g2_end","g2_width","g2_strand","g2_geneType","g2_geneName","distance","transcript","XIST_r","XIST_perct"
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.51017480404673,"ENSG00000225851.1","chr6",31382074,31382288,215,"-","unprocessed_pseudogene","HLA-S",321068,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.591241386389065,"ENSG00000272221.2","chr6",31382711,31400793,18083,"-","lncRNA","MICA-AS1",302563,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.366758564963633,"ENSG00000297040.1","chr6",31389322,31397356,8035,"+","lncRNA","ENSG00000297040",306000,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.602373930155974,"ENSG00000206337.13","chr6",31463144,31494470,31327,"+","lncRNA","HCP5",208886,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.572780486650942,"ENSG00000286940.2","chr6",31479918,31494935,15018,"-","lncRNA","MICB-DT",208421,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.412448703865243,"ENSG00000204516.10","chr6",31494881,31511124,16244,"+","protein_coding","MICB",192232,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",-0.337857459324053,"ENSG00000299760.1","chr6",31541664,31542230,567,"+","lncRNA","ENSG00000299760",161126,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.741098442950892,"ENSG00000204498.11","chr6",31546870,31558829,11960,"+","protein_coding","NFKBIL1",144527,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.250634544843132,"ENSG00000289406.2","chr6",31559817,31572781,12965,"-","lncRNA","ENSG00000289406",130575,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.693926097550521,"ENSG00000227507.3","chr6",31580525,31582522,1998,"-","protein_coding","LTB",120834,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.789189012480118,"ENSG00000204482.11","chr6",31586124,31588909,2786,"+","protein_coding","LST1",114447,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.297008707060029,"ENSG00000204475.10","chr6",31588895,31593006,4112,"-","protein_coding","NCR3",110350,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.583893247259447,"ENSG00000289375.2","chr6",31610853,31620998,10146,"-","lncRNA","ENSG00000289375",82358,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.796825583269097,"ENSG00000204472.13","chr6",31615217,31617021,1805,"+","protein_coding","AIF1",86335,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.513685067982969,"ENSG00000204463.14","chr6",31639028,31652705,13678,"-","protein_coding","BAG6",50651,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.883697660335924,"ENSG00000204439.4","chr6",31658298,31660778,2481,"-","protein_coding","C6orf47",42578,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.792279451152029,"ENSG00000204438.11","chr6",31661228,31666283,5056,"-","protein_coding","GPANK1",37073,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.296745896866024,"ENSG00000201207.1","chr6",31663288,31663401,114,"+","misc_RNA","Y_RNA",39955,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.644331930473504,"ENSG00000204435.15","chr6",31665227,31670343,5117,"+","protein_coding","CSNK2B",33013,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.4274627781646,"ENSG00000240053.9","chr6",31669976,31673776,3801,"+","protein_coding","LY6G5B",29580,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.789349375283078,"ENSG00000204428.12","chr6",31676684,31684040,7357,"-","protein_coding","LY6G5C",19316,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",1,"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.678734363589065,"ENSG00000204424.10","chr6",31706866,31710679,3814,"+","protein_coding","LY6G6F",-7323,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.600782641518098,"ENSG00000293479.1","chr6",31711771,31714065,2295,"-","lncRNA","ENSG00000293479",-10709,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.539760083723454,"ENSG00000244355.8","chr6",31715348,31717919,2572,"+","protein_coding","LY6G6D",-14563,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.561073260982965,"ENSG00000204420.10","chr6",31718594,31726714,8121,"+","protein_coding","MPIG6B",-23358,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.607639210765985,"ENSG00000204421.3","chr6",31718648,31721746,3099,"-","protein_coding","LY6G6C",-18390,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.838838248035107,"ENSG00000213722.10","chr6",31727038,31730617,3580,"-","protein_coding","DDAH2",-27261,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.883291558243144,"ENSG00000213719.8","chr6",31730581,31739763,9183,"-","protein_coding","CLIC1",-36407,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",-0.400811524733204,"ENSG00000204410.16","chr6",31739677,31762676,23000,"+","protein_coding","MSH5",-59320,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",-0.423445025621431,"ENSG00000252743.1","chr6",31756951,31757053,103,"-","snRNA","RNU6-850P",-53697,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.252371957692861,"ENSG00000204396.11","chr6",31765590,31777328,11739,"-","protein_coding","VWA7",-73972,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.722282310572363,"ENSG00000204390.10","chr6",31809619,31815283,5665,"-","protein_coding","HSPA1L",-111927,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",-0.293420844037139,"ENSG00000204387.15","chr6",31822094,31839766,17673,"+","lncRNA","SNHG32",-136410,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.763703309649963,"ENSG00000204386.13","chr6",31857063,31862905,5843,"-","protein_coding","NEU1",-159549,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",-0.419568760759423,"ENSG00000204366.4","chr6",31899613,31902086,2474,"-","protein_coding","ZBTB12",-198730,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.643656126376136,"ENSG00000204351.13","chr6",31959116,31969818,10703,"+","protein_coding","SKIC2",-266462,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.360515778773132,"ENSG00000204344.16","chr6",31971091,31982821,11731,"+","protein_coding","STK19",-279465,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.297500378918799,"ENSG00000286974.1","chr6",32108406,32112849,4444,"+","lncRNA","ENSG00000286974",-409493,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",-0.264915783682774,"ENSG00000221988.13","chr6",32153441,32163678,10238,"+","protein_coding","PPT2",-460322,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.728166756265454,"ENSG00000204310.13","chr6",32168212,32178096,9885,"-","protein_coding","AGPAT1",-474740,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.366958035280629,"ENSG00000204308.8","chr6",32178405,32180793,2389,"+","protein_coding","RNF5",-477437,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.87921805160836,"ENSG00000204304.12","chr6",32184733,32190202,5470,"-","protein_coding","PBX2",-486846,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.682950367238578,"ENSG00000305139.1","chr6",32190250,32191118,869,"+","lncRNA","ENSG00000305139",-487762,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000204427.12","chr6",31686955,31703356,16402,"-","protein_coding","ABHD16A",0.905417596534458,"ENSG00000213654.10","chr6",32190766,32195523,4758,"-","protein_coding","GPSM3",-492167,"ABHD16A_chr6_31686955_31703356_-_ENSG00000204427.12_ENSG00000204427.12.unspliced",0.190281023478705,70.1294498381877
"ENSG00000117054.15","chr1",75724431,75787575,63145,"+","protein_coding","ACADM",1,"ENSG00000117054.15","chr1",75724431,75787575,63145,"+","protein_coding","ACADM",0,"ACADM_chr1_75724431_75787575_+_ENSG00000117054.15_ENSG00000117054.15.unspliced",0.0844372707973571,35.4854368932039
"ENSG00000117054.15","chr1",75724431,75787575,63145,"+","protein_coding","ACADM",0.680589692596652,"ENSG00000181227.3","chr1",75743423,75744776,1354,"-","processed_pseudogene","DLSTP1",18992,"ACADM_chr1_75724431_75787575_+_ENSG00000117054.15_ENSG00000117054.15.unspliced",0.0844372707973571,35.4854368932039
"ENSG00000117054.15","chr1",75724431,75787575,63145,"+","protein_coding","ACADM",0.419151087536074,"ENSG00000137955.16","chr1",75786197,75795086,8890,"+","protein_coding","RABGGTB",61766,"ACADM_chr1_75724431_75787575_+_ENSG00000117054.15_ENSG00000117054.15.unspliced",0.0844372707973571,35.4854368932039
"ENSG00000117054.15","chr1",75724431,75787575,63145,"+","protein_coding","ACADM",-0.305557979604576,"ENSG00000184005.12","chr1",76074746,76634603,559858,"+","protein_coding","ST6GALNAC3",350315,"ACADM_chr1_75724431_75787575_+_ENSG00000117054.15_ENSG00000117054.15.unspliced",0.0844372707973571,35.4854368932039
"ENSG00000123983.15","chr2",222860942,222944639,83698,"+","protein_coding","ACSL3",0.260686313614634,"ENSG00000116120.11","chr2",222566899,222656092,89194,"-","protein_coding","FARSB",-294043,"ACSL3_chr2_222860942_222944639_+_ENSG00000123983.15_ENSG00000123983.15.unspliced",0.173442034768311,65.4692556634304
"ENSG00000123983.15","chr2",222860942,222944639,83698,"+","protein_coding","ACSL3",1,"ENSG00000123983.15","chr2",222860942,222944639,83698,"+","protein_coding","ACSL3",0,"ACSL3_chr2_222860942_222944639_+_ENSG00000123983.15_ENSG00000123983.15.unspliced",0.173442034768311,65.4692556634304
"ENSG00000123983.15","chr2",222860942,222944639,83698,"+","protein_coding","ACSL3",0.310400923532114,"ENSG00000234193.1","chr2",222917387,222919363,1977,"-","lncRNA","ACSL3-AS1",56445,"ACSL3_chr2_222860942_222944639_+_ENSG00000123983.15_ENSG00000123983.15.unspliced",0.173442034768311,65.4692556634304
"ENSG00000133627.18","chr7",152759749,152855378,95630,"+","protein_coding","ACTR3B",1,"ENSG00000133627.18","chr7",152759749,152855378,95630,"+","protein_coding","ACTR3B",0,"ACTR3B_chr7_152759749_152855378_+_ENSG00000133627.18_ENSG00000133627.18.unspliced",0.101160160363102,41.1165048543689
"ENSG00000137845.15","chr15",58588809,58749791,160983,"-","protein_coding","ADAM10",0.323735889927388,"ENSG00000259250.1","chr15",58587507,58591676,4170,"+","lncRNA","ENSG00000259250",158115,"ADAM10_chr15_58588809_58749791_-_ENSG00000137845.15_ENSG00000137845.15.unspliced",0.131470274304546,51.7152103559871
"ENSG00000137845.15","chr15",58588809,58749791,160983,"-","protein_coding","ADAM10",1,"ENSG00000137845.15","chr15",58588809,58749791,160983,"-","protein_coding","ADAM10",0,"ADAM10_chr15_58588809_58749791_-_ENSG00000137845.15_ENSG00000137845.15.unspliced",0.131470274304546,51.7152103559871
"ENSG00000137845.15","chr15",58588809,58749791,160983,"-","protein_coding","ADAM10",0.333035365654962,"ENSG00000128923.11","chr15",58771192,58861900,90709,"+","protein_coding","MINDY2",-112109,"ADAM10_chr15_58588809_58749791_-_ENSG00000137845.15_ENSG00000137845.15.unspliced",0.131470274304546,51.7152103559871
"ENSG00000137845.15","chr15",58588809,58749791,160983,"-","protein_coding","ADAM10",-0.274344663727333,"ENSG00000171989.6","chr15",59206843,59208588,1746,"+","protein_coding","LDHAL6B",-458797,"ADAM10_chr15_58588809_58749791_-_ENSG00000137845.15_ENSG00000137845.15.unspliced",0.131470274304546,51.7152103559871
"ENSG00000006831.10","chr12",1688574,1788674,100101,"+","protein_coding","ADIPOR2",-0.285929012303887,"ENSG00000111186.13","chr12",1529891,1647212,117322,"+","protein_coding","WNT5B",-158683,"ADIPOR2_chr12_1688574_1788674_+_ENSG00000006831.10_ENSG00000006831.10.unspliced",0.0878080010832566,36.747572815534
"ENSG00000006831.10","chr12",1688574,1788674,100101,"+","protein_coding","ADIPOR2",0.569239497805586,"ENSG00000289832.2","chr12",1646308,1671056,24749,"-","lncRNA","ENSG00000289832",-42266,"ADIPOR2_chr12_1688574_1788674_+_ENSG00000006831.10_ENSG00000006831.10.unspliced",0.0878080010832566,36.747572815534
"ENSG00000006831.10","chr12",1688574,1788674,100101,"+","protein_coding","ADIPOR2",1,"ENSG00000006831.10","chr12",1688574,1788674,100101,"+","protein_coding","ADIPOR2",0,"ADIPOR2_chr12_1688574_1788674_+_ENSG00000006831.10_ENSG00000006831.10.unspliced",0.0878080010832566,36.747572815534
"ENSG00000006831.10","chr12",1688574,1788674,100101,"+","protein_coding","ADIPOR2",0.336417360399234,"ENSG00000285627.1","chr12",1741197,1747099,5903,"-","lncRNA","ENSG00000285627",52623,"ADIPOR2_chr12_1688574_1788674_+_ENSG00000006831.10_ENSG00000006831.10.unspliced",0.0878080010832566,36.747572815534
"ENSG00000006831.10","chr12",1688574,1788674,100101,"+","protein_coding","ADIPOR2",0.282715025805122,"ENSG00000243663.1","chr12",1757231,1758011,781,"-","processed_pseudogene","RPS4XP14",68657,"ADIPOR2_chr12_1688574_1788674_+_ENSG00000006831.10_ENSG00000006831.10.unspliced",0.0878080010832566,36.747572815534
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.518148275967276,"ENSG00000167632.18","chr8",139727725,140458579,730855,"-","protein_coding","TRAPPC9",177054,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.33578425214159,95.210355987055
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",1,"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.33578425214159,95.210355987055
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.595636807711261,"ENSG00000279766.1","chr8",140572142,140572812,671,"-","TEC","ENSG00000279766",62821,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.33578425214159,95.210355987055
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.492706325572028,"ENSG00000280326.1","chr8",140591684,140593201,1518,"+","TEC","ENSG00000280326",42432,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.33578425214159,95.210355987055
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.530972186032224,"ENSG00000303049.1","chr8",140610891,140634125,23235,"-","lncRNA","ENSG00000303049",1508,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.33578425214159,95.210355987055
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",-0.314567839094446,"ENSG00000169398.20","chr8",140657900,141002216,344317,"-","protein_coding","PTK2",-366583,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.33578425214159,95.210355987055
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.471229562364141,"ENSG00000253210.5","chr8",141124678,141130119,5442,"-","lncRNA","DENND3-AS1",-494486,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.33578425214159,95.210355987055
"ENSG00000121057.13","chr17",57085092,57121346,36255,"+","protein_coding","AKAP1",-0.382808454088687,"ENSG00000121060.19","chr17",56836387,56914080,77694,"-","protein_coding","TRIM25",-248705,"AKAP1_chr17_57085092_57121346_+_ENSG00000121057.13_ENSG00000121057.13.unspliced",0.214884917989298,76.9741100323625
"ENSG00000121057.13","chr17",57085092,57121346,36255,"+","protein_coding","AKAP1",-0.352083575944112,"ENSG00000274213.3","chr17",56914139,56914716,578,"+","lncRNA","ENSG00000274213",-170953,"AKAP1_chr17_57085092_57121346_+_ENSG00000121057.13_ENSG00000121057.13.unspliced",0.214884917989298,76.9741100323625
"ENSG00000121057.13","chr17",57085092,57121346,36255,"+","protein_coding","AKAP1",0.355937704613043,"ENSG00000121058.5","chr17",56938199,56961050,22852,"-","protein_coding","COIL",-146893,"AKAP1_chr17_57085092_57121346_+_ENSG00000121057.13_ENSG00000121057.13.unspliced",0.214884917989298,76.9741100323625
"ENSG00000121057.13","chr17",57085092,57121346,36255,"+","protein_coding","AKAP1",-0.342651122511212,"ENSG00000121064.13","chr17",56978129,57006768,28640,"+","protein_coding","SCPEP1",-106963,"AKAP1_chr17_57085092_57121346_+_ENSG00000121057.13_ENSG00000121057.13.unspliced",0.214884917989298,76.9741100323625
"ENSG00000121057.13","chr17",57085092,57121346,36255,"+","protein_coding","AKAP1",0.660450966940474,"ENSG00000263004.4","chr17",57071407,57085127,13721,"-","lncRNA","AKAP1-DT",-13685,"AKAP1_chr17_57085092_57121346_+_ENSG00000121057.13_ENSG00000121057.13.unspliced",0.214884917989298,76.9741100323625
