"g1_geneID","g1_chr","g1_start","g1_end","g1_width","g1_strand","g1_geneType","g1_geneName","cor_r","g2_geneID","g2_chr","g2_start","g2_end","g2_width","g2_strand","g2_geneType","g2_geneName","distance","transcript","NEAT1_r","NEAT1_perct"
"ENSG00000167972.14","chr16",2275881,2340746,64866,"-","protein_coding","ABCA3",-0.282587580773046,"ENSG00000140988.16","chr16",1962058,1964841,2784,"-","protein_coding","RPS2",375905,"ABCA3_chr16_2275881_2340746_-_ENSG00000167972.14_ENSG00000167972.14.unspliced",0.376457791206548,68.7940935192781
"ENSG00000167972.14","chr16",2275881,2340746,64866,"-","protein_coding","ABCA3",0.388183750986111,"ENSG00000065054.14","chr16",2025356,2039026,13671,"+","protein_coding","NHERF2",301720,"ABCA3_chr16_2275881_2340746_-_ENSG00000167972.14_ENSG00000167972.14.unspliced",0.376457791206548,68.7940935192781
"ENSG00000167972.14","chr16",2275881,2340746,64866,"-","protein_coding","ABCA3",0.608433153730071,"ENSG00000260778.6","chr16",2267881,2273428,5548,"+","lncRNA","MIR3677HG",67318,"ABCA3_chr16_2275881_2340746_-_ENSG00000167972.14_ENSG00000167972.14.unspliced",0.376457791206548,68.7940935192781
"ENSG00000167972.14","chr16",2275881,2340746,64866,"-","protein_coding","ABCA3",1,"ENSG00000167972.14","chr16",2275881,2340746,64866,"-","protein_coding","ABCA3",0,"ABCA3_chr16_2275881_2340746_-_ENSG00000167972.14_ENSG00000167972.14.unspliced",0.376457791206548,68.7940935192781
"ENSG00000167972.14","chr16",2275881,2340746,64866,"-","protein_coding","ABCA3",0.405672401975962,"ENSG00000293423.2","chr16",2339109,2426699,87591,"+","lncRNA","ABCA17P",-85953,"ABCA3_chr16_2275881_2340746_-_ENSG00000167972.14_ENSG00000167972.14.unspliced",0.376457791206548,68.7940935192781
"ENSG00000167972.14","chr16",2275881,2340746,64866,"-","protein_coding","ABCA3",0.407482804173612,"ENSG00000162065.15","chr16",2475051,2509671,34621,"+","protein_coding","TBC1D24",-168925,"ABCA3_chr16_2275881_2340746_-_ENSG00000167972.14_ENSG00000167972.14.unspliced",0.376457791206548,68.7940935192781
"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",0.458767873927165,"ENSG00000165695.10","chr9",132725578,132878777,153200,"-","protein_coding","AK8",397247,"ABO_chr9_133233278_133276024_-_ENSG00000175164.16_ENSG00000175164.16.unspliced",0.714795713642325,99.6718621821165
"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",0.432302673013181,"ENSG00000165698.16","chr9",132878027,132890201,12175,"+","protein_coding","SPACA9",385823,"ABO_chr9_133233278_133276024_-_ENSG00000175164.16_ENSG00000175164.16.unspliced",0.714795713642325,99.6718621821165
"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",0.295919347325219,"ENSG00000298803.1","chr9",133139983,133145443,5461,"+","lncRNA","ENSG00000298803",130581,"ABO_chr9_133233278_133276024_-_ENSG00000175164.16_ENSG00000175164.16.unspliced",0.714795713642325,99.6718621821165
"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",1,"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",0,"ABO_chr9_133233278_133276024_-_ENSG00000175164.16_ENSG00000175164.16.unspliced",0.714795713642325,99.6718621821165
"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",-0.297217248947558,"ENSG00000148248.14","chr9",133361450,133376166,14717,"-","protein_coding","SURF4",-100142,"ABO_chr9_133233278_133276024_-_ENSG00000175164.16_ENSG00000175164.16.unspliced",0.714795713642325,99.6718621821165
"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",0.405336412224408,"ENSG00000296035.1","chr9",133491203,133501145,9943,"+","lncRNA","ENSG00000296035",-225121,"ABO_chr9_133233278_133276024_-_ENSG00000175164.16_ENSG00000175164.16.unspliced",0.714795713642325,99.6718621821165
"ENSG00000175164.16","chr9",133233278,133276024,42747,"-","protein_coding","ABO",0.37817862998569,"ENSG00000197859.11","chr9",133532164,133575519,43356,"+","protein_coding","ADAMTSL2",-299495,"ABO_chr9_133233278_133276024_-_ENSG00000175164.16_ENSG00000175164.16.unspliced",0.714795713642325,99.6718621821165
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",1,"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",0,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",0.468316110109211,"ENSG00000201965.1","chr3",38125292,38125394,103,"-","misc_RNA","Y_RNA",11848,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",0.456479039805792,"ENSG00000172936.18","chr3",38138552,38143024,4473,"+","protein_coding","MYD88",-5782,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",0.261976762175569,"ENSG00000172940.13","chr3",38265812,38278757,12946,"+","protein_coding","SLC22A13",-141515,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",0.383620235621013,"ENSG00000144671.11","chr3",38282294,38318575,36282,"+","protein_coding","SLC22A14",-181333,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",0.662230195997136,"ENSG00000093217.11","chr3",38346760,38421348,74589,"+","protein_coding","XYLB",-284106,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",0.337991260510225,"ENSG00000229589.1","chr3",38451027,38454820,3794,"-","lncRNA","ACVR2B-AS1",-317578,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",-0.51571231580696,"ENSG00000157036.13","chr3",38496127,38542161,46035,"+","protein_coding","EXOG",-404919,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",-0.288585713148174,"ENSG00000230683.1","chr3",38515448,38515830,383,"-","processed_pseudogene","DDTP1",-378588,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000060971.19","chr3",38103129,38137242,34114,"-","protein_coding","ACAA1",-0.361475873030268,"ENSG00000232439.1","chr3",38526802,38527325,524,"-","processed_pseudogene","RPL18AP7",-390083,"ACAA1_chr3_38103129_38137242_-_ENSG00000060971.19_ENSG00000060971.19.unspliced",0.384342939685716,70.090237899918
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",0.38497776058266,"ENSG00000167642.13","chr19",38244035,38292615,48581,"+","protein_coding","SPINT2",-403614,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",0.417626897966326,"ENSG00000167641.11","chr19",38251237,38256532,5296,"-","protein_coding","PPP1R14A",-396412,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",0.276985294838886,"ENSG00000099337.5","chr19",38319845,38332076,12232,"+","protein_coding","KCNK6",-327804,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",0.382327982424766,"ENSG00000179168.15","chr19",38384267,38388082,3816,"-","protein_coding","GGN",-263382,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",1,"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",0,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",0.547275478138949,"ENSG00000298338.1","chr19",38701056,38728393,27338,"-","lncRNA","ENSG00000298338",53407,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",-0.403016958088116,"ENSG00000128626.12","chr19",38930944,38933168,2225,"+","protein_coding","MRPS12",283295,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000130402.14","chr19",38647649,38731589,83941,"+","protein_coding","ACTN4",0.371518647657099,"ENSG00000130669.17","chr19",39125770,39182816,57047,"+","protein_coding","PAK4",478121,"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",0.411764473687541,74.3232157506153
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",-0.349583091932153,"ENSG00000136059.16","chr3",37988059,38007188,19130,"+","protein_coding","VILL",-465831,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",-0.395343071440875,"ENSG00000172936.18","chr3",38138552,38143024,4473,"+","protein_coding","MYD88",-315338,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",-0.394534750686194,"ENSG00000172939.9","chr3",38165089,38255484,90396,"+","protein_coding","OXSR1",-288801,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",-0.258564434865001,"ENSG00000172940.13","chr3",38265812,38278757,12946,"+","protein_coding","SLC22A13",-188078,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",-0.272431974655487,"ENSG00000144671.11","chr3",38282294,38318575,36282,"+","protein_coding","SLC22A14",-171596,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",0.508533392486161,"ENSG00000093217.11","chr3",38346760,38421348,74589,"+","protein_coding","XYLB",-107130,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",0.706670052821949,"ENSG00000229589.1","chr3",38451027,38454820,3794,"-","lncRNA","ACVR2B-AS1",-2863,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",1,"ENSG00000114739.14","chr3",38453890,38493142,39253,"+","protein_coding","ACVR2B",0,"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",0.597863806791938,95.9146841673503
"ENSG00000138316.11","chr10",70672506,70762441,89936,"+","protein_coding","ADAMTS14",0.393293016028969,"ENSG00000107719.10","chr10",70478767,70668754,189988,"+","protein_coding","PALD1",-193739,"ADAMTS14_chr10_70672506_70762441_+_ENSG00000138316.11_ENSG00000138316.11.unspliced",0.69197837298174,99.3765381460213
"ENSG00000138316.11","chr10",70672506,70762441,89936,"+","protein_coding","ADAMTS14",1,"ENSG00000138316.11","chr10",70672506,70762441,89936,"+","protein_coding","ADAMTS14",0,"ADAMTS14_chr10_70672506_70762441_+_ENSG00000138316.11_ENSG00000138316.11.unspliced",0.69197837298174,99.3765381460213
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",-0.280215147946526,"ENSG00000300023.1","chr16",49827018,49859333,32316,"-","lncRNA","ENSG00000300023",-419119,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",-0.294084511202286,"ENSG00000275155.1","chr16",49847018,49847632,615,"-","lncRNA","ENSG00000275155",-399119,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",0.437003699094321,"ENSG00000205423.12","chr16",50024410,50037088,12679,"+","protein_coding","CNEP1R1",-221727,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",1,"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",0,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",0.497285118242439,"ENSG00000167208.16","chr16",50666300,50681353,15054,"-","protein_coding","SNX20",420163,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",0.500553178268154,"ENSG00000167207.15","chr16",50693588,50733077,39490,"+","protein_coding","NOD2",447451,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",0.603665360705431,"ENSG00000270120.1","chr16",50712844,50713589,746,"+","lncRNA","ENSG00000270120",466707,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",0.564390208113869,"ENSG00000261644.4","chr16",50727417,50742951,15535,"-","lncRNA","CYLD-AS1",481280,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000121281.13","chr16",50246137,50318135,71999,"+","protein_coding","ADCY7",0.520643302125615,"ENSG00000083799.18","chr16",50742050,50801935,59886,"+","protein_coding","CYLD",495913,"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",0.451291591368279,80.1148482362592
"ENSG00000181026.15","chr15",88621337,88632281,10945,"+","protein_coding","AEN",0.258879726770266,"ENSG00000259494.2","chr15",88459477,88467390,7914,"-","protein_coding","MRPL46",-161860,"AEN_chr15_88621337_88632281_+_ENSG00000181026.15_ENSG00000181026.15.unspliced",0.106905040160913,18.2608695652174
"ENSG00000181026.15","chr15",88621337,88632281,10945,"+","protein_coding","AEN",0.309732896538904,"ENSG00000181991.16","chr15",88467453,88480776,13324,"+","protein_coding","MRPS11",-153884,"AEN_chr15_88621337_88632281_+_ENSG00000181026.15_ENSG00000181026.15.unspliced",0.106905040160913,18.2608695652174
"ENSG00000181026.15","chr15",88621337,88632281,10945,"+","protein_coding","AEN",1,"ENSG00000181026.15","chr15",88621337,88632281,10945,"+","protein_coding","AEN",0,"AEN_chr15_88621337_88632281_+_ENSG00000181026.15_ENSG00000181026.15.unspliced",0.106905040160913,18.2608695652174
"ENSG00000181026.15","chr15",88621337,88632281,10945,"+","protein_coding","AEN",-0.308054834506179,"ENSG00000140526.18","chr15",89087459,89202355,114897,"+","protein_coding","ABHD2",466122,"AEN_chr15_88621337_88632281_+_ENSG00000181026.15_ENSG00000181026.15.unspliced",0.106905040160913,18.2608695652174
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",-0.349960994561405,"ENSG00000106560.11","chr7",150685697,150693641,7945,"+","protein_coding","GIMAP2",-400134,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",0.531011074525006,"ENSG00000213199.8","chr7",151048292,151052756,4465,"+","protein_coding","ASIC3",-37539,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",-0.45628545624339,"ENSG00000164885.13","chr7",151053815,151057897,4083,"-","protein_coding","CDK5",-32016,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",0.372259462342999,"ENSG00000164889.15","chr7",151057210,151076526,19317,"+","protein_coding","SLC4A2",-28621,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",0.518321159543179,"ENSG00000244151.1","chr7",151074742,151076530,1789,"-","lncRNA","ENSG00000244151",-11089,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",1,"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",0,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",-0.255155350407434,"ENSG00000033050.9","chr7",151211484,151227205,15722,"-","protein_coding","ABCF2",125653,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",-0.460579036618784,"ENSG00000033100.17","chr7",151232483,151240979,8497,"+","protein_coding","CHPF2",146652,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000133612.20","chr7",151085831,151144436,58606,"+","protein_coding","AGAP3",0.381915041726711,"ENSG00000106615.10","chr7",151466012,151520120,54109,"-","protein_coding","RHEB",380181,"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",0.782320174943016,99.9507793273175
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.518148275967276,"ENSG00000167632.18","chr8",139727725,140458579,730855,"-","protein_coding","TRAPPC9",177054,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.478479108562595,83.7571780147662
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",1,"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.478479108562595,83.7571780147662
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.595636807711261,"ENSG00000279766.1","chr8",140572142,140572812,671,"-","TEC","ENSG00000279766",62821,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.478479108562595,83.7571780147662
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.492706325572028,"ENSG00000280326.1","chr8",140591684,140593201,1518,"+","TEC","ENSG00000280326",42432,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.478479108562595,83.7571780147662
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.530972186032224,"ENSG00000303049.1","chr8",140610891,140634125,23235,"-","lncRNA","ENSG00000303049",1508,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.478479108562595,83.7571780147662
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",-0.314567839094446,"ENSG00000169398.20","chr8",140657900,141002216,344317,"-","protein_coding","PTK2",-366583,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.478479108562595,83.7571780147662
"ENSG00000123908.12","chr8",140520156,140635633,115478,"-","protein_coding","AGO2",0.471229562364141,"ENSG00000253210.5","chr8",141124678,141130119,5442,"-","lncRNA","DENND3-AS1",-494486,"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",0.478479108562595,83.7571780147662
"ENSG00000011243.19","chr19",15380050,15419141,39092,"-","protein_coding","AKAP8L",0.358415560091657,"ENSG00000105143.13","chr19",14950033,15022990,72958,"-","protein_coding","SLC1A6",396151,"AKAP8L_chr19_15380050_15419141_-_ENSG00000011243.19_ENSG00000011243.19.unspliced",0.314009566094687,58.408531583265
"ENSG00000011243.19","chr19",15380050,15419141,39092,"-","protein_coding","AKAP8L",-0.468035886414533,"ENSG00000105137.13","chr19",15107401,15114985,7585,"+","protein_coding","SYDE1",304156,"AKAP8L_chr19_15380050_15419141_-_ENSG00000011243.19_ENSG00000011243.19.unspliced",0.314009566094687,58.408531583265
"ENSG00000011243.19","chr19",15380050,15419141,39092,"-","protein_coding","AKAP8L",0.792725797403162,"ENSG00000141867.19","chr19",15235519,15332545,97027,"-","protein_coding","BRD4",86596,"AKAP8L_chr19_15380050_15419141_-_ENSG00000011243.19_ENSG00000011243.19.unspliced",0.314009566094687,58.408531583265
"ENSG00000011243.19","chr19",15380050,15419141,39092,"-","protein_coding","AKAP8L",0.355710463492546,"ENSG00000268189.3","chr19",15379076,15396446,17371,"+","lncRNA","ENSG00000268189",22695,"AKAP8L_chr19_15380050_15419141_-_ENSG00000011243.19_ENSG00000011243.19.unspliced",0.314009566094687,58.408531583265
"ENSG00000011243.19","chr19",15380050,15419141,39092,"-","protein_coding","AKAP8L",1,"ENSG00000011243.19","chr19",15380050,15419141,39092,"-","protein_coding","AKAP8L",0,"AKAP8L_chr19_15380050_15419141_-_ENSG00000011243.19_ENSG00000011243.19.unspliced",0.314009566094687,58.408531583265
"ENSG00000011243.19","chr19",15380050,15419141,39092,"-","protein_coding","AKAP8L",0.785794193313895,"ENSG00000279716.1","chr19",15398696,15400356,1661,"+","TEC","ENSG00000279716",18785,"AKAP8L_chr19_15380050_15419141_-_ENSG00000011243.19_ENSG00000011243.19.unspliced",0.314009566094687,58.408531583265
