seqName,NEAT1chk1_tuc0.01,NEAT1chk1116_tuc0.01,NEAT1chk22_tuc0.01,NEAT1chk910_tuc0.01,gene_type
ATAD3B_chr1_1471765_1497848_+_ENSG00000160072.20_ENSG00000160072.20.unspliced,11388,1021,6382,365,protein_coding
ATP2A3_chr17_3923868_3964464_-_ENSG00000074370.19_ENSG00000074370.19.unspliced,14229,1057,4254,300,protein_coding
ATP6V0D1_chr16_67438014_67481181_-_ENSG00000159720.13_ENSG00000159720.13.unspliced,9446,1660,3226,1156,protein_coding
ATXN2L_chr16_28822999_28837237_+_ENSG00000168488.19_ENSG00000168488.19.unspliced,4808,1876,1800,527,protein_coding
AXIN1_chr16_287440_352723_-_ENSG00000103126.15_ENSG00000103126.15.unspliced,10383,4670,6298,622,protein_coding
B3GNT2_chr2_62196115_62224731_+_ENSG00000170340.11_ENSG00000170340.11.unspliced,2125,8292,389,7049,protein_coding
BAZ1B_chr7_73440406_73522293_-_ENSG00000009954.11_ENSG00000009954.11.unspliced,1067,30567,657,33702,protein_coding
BCL2L1_chr20_31664452_31723989_-_ENSG00000171552.14_ENSG00000171552.14.unspliced,3749,6099,537,3579,protein_coding
BCL7B_chr7_73536356_73557690_-_ENSG00000106635.8_ENSG00000106635.8.unspliced,772,2477,554,2080,protein_coding
BCR_chr22_23179704_23318037_+_ENSG00000186716.21_ENSG00000186716.21.unspliced,23142,9272,15149,6442,protein_coding
BICD2_chr9_92711363_92764833_-_ENSG00000185963.14_ENSG00000185963.14.unspliced,8735,12074,6025,6603,protein_coding
BRAT1_chr7_2537810_2555694_-_ENSG00000106009.16_ENSG00000106009.16.unspliced,7131,2030,4898,1759,protein_coding
BRD4_chr19_15235519_15332545_-_ENSG00000141867.19_ENSG00000141867.19.unspliced,9306,15248,4930,10359,protein_coding
BRD9_chr5_850291_892801_-_ENSG00000028310.18_ENSG00000028310.18.unspliced,9233,1808,6787,2507,protein_coding
C1orf159_chr1_1081818_1116361_-_ENSG00000131591.18_ENSG00000131591.18.unspliced,10650,1431,5747,1110,protein_coding
C22orf39_chr22_19351368_19447711_-_ENSG00000242259.9_ENSG00000242259.9.unspliced,6372,8399,2896,13420,protein_coding
C2CD2_chr21_41885112_41954018_-_ENSG00000157617.17_ENSG00000157617.17.unspliced,1767,12197,1061,10413,protein_coding
CAMKK2_chr12_121237675_121298308_-_ENSG00000110931.19_ENSG00000110931.19.unspliced,5663,4008,2129,2535,protein_coding
CASP9_chr1_15490832_15526534_-_ENSG00000132906.18_ENSG00000132906.18.unspliced,2306,4804,3791,5279,protein_coding
CBFA2T3_chr16_88874858_88977207_-_ENSG00000129993.15_ENSG00000129993.15.unspliced,42107,2364,28857,2025,protein_coding
CCDC12_chr3_46916634_46982010_-_ENSG00000160799.13_ENSG00000160799.13.unspliced,8214,7906,3152,5283,protein_coding
CCDC144NL-AS1_chr17_20841125_21002324_+_ENSG00000233098.11_ENSG00000233098.11.unspliced,7666,68011,3678,72778,lncRNA
CCM2_chr7_44999475_45076469_+_ENSG00000136280.17_ENSG00000136280.17.unspliced,4287,18802,1584,14215,protein_coding
CCNF_chr16_2429394_2458854_+_ENSG00000162063.13_ENSG00000162063.13.unspliced,5161,2155,2052,525,protein_coding
CCNY_chr10_35247025_35572669_+_ENSG00000108100.18_ENSG00000108100.18.unspliced,4691,121980,531,111163,protein_coding
CDC37_chr19_10391090_10420121_-_ENSG00000105401.10_ENSG00000105401.10.unspliced,12185,1332,1038,951,protein_coding
CEP72_chr5_612340_667168_+_ENSG00000112877.8_ENSG00000112877.8.unspliced,14437,12022,7111,9413,protein_coding
CHAF1A_chr19_4402640_4445018_+_ENSG00000167670.16_ENSG00000167670.16.unspliced,2649,3680,2613,3498,protein_coding
CHD9_chr16_53054991_53329150_+_ENSG00000177200.18_ENSG00000177200.18.unspliced,4057,143203,588,136694,protein_coding
CHID1_chr11_867859_915058_-_ENSG00000177830.18_ENSG00000177830.18.unspliced,15930,340,13440,680,protein_coding
CHST11_chr12_104455295_104762014_+_ENSG00000171310.11_ENSG00000171310.11.unspliced,7736,50220,676,50877,protein_coding
CIZ1_chr9_128161251_128204383_-_ENSG00000148337.22_ENSG00000148337.22.unspliced,7245,2527,1907,1285,protein_coding
CLEC18B_chr16_74408631_74421478_-_ENSG00000140839.13_ENSG00000140839.13.unspliced,2852,737,4172,641,protein_coding
CLNS1A_chr11_77514936_77637794_-_ENSG00000074201.9_ENSG00000074201.9.unspliced,4841,39008,296,43482,protein_coding
CLPTM1_chr19_44954585_44993341_+_ENSG00000104853.16_ENSG00000104853.16.unspliced,6828,1530,3857,512,protein_coding
CMIP_chr16_81444808_81711762_+_ENSG00000153815.18_ENSG00000153815.18.unspliced,24531,20677,6793,18891,protein_coding
CNDP2_chr18_74495816_74523454_+_ENSG00000133313.15_ENSG00000133313.15.unspliced,3986,3044,581,4846,protein_coding
COLGALT1_chr19_17555649_17583162_+_ENSG00000130309.12_ENSG00000130309.12.unspliced,5489,943,3073,712,protein_coding
COMT_chr22_19941371_19969975_+_ENSG00000093010.15_ENSG00000093010.15.unspliced,7742,1519,2987,2471,protein_coding
CRAMP1_chr16_1612337_1677908_+_ENSG00000007545.16_ENSG00000007545.16.unspliced,10382,3588,4701,2253,protein_coding
CREG1_chr1_167529117_167553805_-_ENSG00000143162.9_ENSG00000143162.9.unspliced,576,8730,349,7174,protein_coding
CROCCP2_chr1_16618969_16657232_-_ENSG00000215908.12_ENSG00000215908.12.unspliced,8790,6507,7170,8475,transcribed_unprocessed_pseudogene
CRY2_chr11_45847118_45883248_+_ENSG00000121671.12_ENSG00000121671.12.unspliced,2458,1360,1515,989,protein_coding
CSK_chr15_74782080_74803197_+_ENSG00000103653.17_ENSG00000103653.17.unspliced,4354,972,3611,546,protein_coding
CSNK1E_chr22_38290691_38318084_-_ENSG00000213923.13_ENSG00000213923.13.unspliced,9101,1718,5353,1409,protein_coding
CSNK1G2_chr19_1941172_1981338_+_ENSG00000133275.16_ENSG00000133275.16.unspliced,21764,205,16544,252,protein_coding
CTBP1_chr4_1211445_1250333_-_ENSG00000159692.18_ENSG00000159692.18.unspliced,21739,1525,17965,989,protein_coding
CTBP2_chr10_124984317_125161170_-_ENSG00000175029.17_ENSG00000175029.17.unspliced,22076,16700,10164,16480,protein_coding
CTTN_chr11_70398404_70436584_+_ENSG00000085733.16_ENSG00000085733.16.unspliced,8112,3981,4041,3573,protein_coding
CUL4A_chr13_113208193_113267108_+_ENSG00000139842.15_ENSG00000139842.15.unspliced,2645,14827,2295,15018,protein_coding
DBNL_chr7_44044640_44069456_+_ENSG00000136279.21_ENSG00000136279.21.unspliced,6923,2311,3451,1923,protein_coding
DDRGK1_chr20_3190350_3204685_-_ENSG00000198171.13_ENSG00000198171.13.unspliced,4091,1088,546,236,protein_coding
DDX39A_chr19_14408798_14419383_-_ENSG00000123136.15_ENSG00000123136.15.unspliced,1719,287,2503,318,protein_coding
DEF8_chr16_89948697_89968060_+_ENSG00000140995.17_ENSG00000140995.17.unspliced,7945,497,8825,296,protein_coding
DGCR2_chr22_19036282_19122454_-_ENSG00000070413.21_ENSG00000070413.21.unspliced,12727,17789,3225,15532,protein_coding
DGCR8_chr22_20080221_20111877_+_ENSG00000128191.17_ENSG00000128191.17.unspliced,4138,5881,2244,3229,protein_coding
DHRS3_chr1_12567909_12620133_-_ENSG00000162496.10_ENSG00000162496.10.unspliced,11051,1501,2038,1018,protein_coding
DIDO1_chr20_62877738_62937952_-_ENSG00000101191.17_ENSG00000101191.17.unspliced,9521,6077,4408,2508,protein_coding
DNAAF5_chr7_726699_786475_+_ENSG00000164818.16_ENSG00000164818.16.unspliced,7535,9574,3753,7818,protein_coding
DNAJC5_chr20_63895126_63936031_+_ENSG00000101152.12_ENSG00000101152.12.unspliced,3118,1883,1322,1775,protein_coding
DNM2_chr19_10718055_10833488_+_ENSG00000079805.19_ENSG00000079805.19.unspliced,14578,3981,9284,3628,protein_coding
DNMT1_chr19_10133342_10231286_-_ENSG00000130816.17_ENSG00000130816.17.unspliced,6109,7262,5403,4768,protein_coding
DPP9_chr19_4674341_4724673_-_ENSG00000142002.19_ENSG00000142002.19.unspliced,14997,959,8110,437,protein_coding
DYNC2I1_chr7_158856558_158956747_+_ENSG00000126870.16_ENSG00000126870.16.unspliced,7892,26907,4778,23031,protein_coding
DYNC2I2_chr9_128633653_128656847_-_ENSG00000119333.12_ENSG00000119333.12.unspliced,4276,598,2542,512,protein_coding
ECHDC3_chr10_11742366_11764070_+_ENSG00000134463.15_ENSG00000134463.15.unspliced,2560,1447,936,2999,protein_coding
EEF2K_chr16_22206278_22288738_+_ENSG00000103319.12_ENSG00000103319.12.unspliced,3569,7867,445,4259,protein_coding
EHMT2_chr6_31879759_31897698_-_ENSG00000204371.12_ENSG00000204371.12.unspliced,4102,2306,1671,1497,protein_coding
EIF2AK1_chr7_6022247_6059175_-_ENSG00000086232.13_ENSG00000086232.13.unspliced,391,6563,232,9078,protein_coding
EIF3B_chr7_2354086_2380745_+_ENSG00000106263.19_ENSG00000106263.19.unspliced,4075,1463,1885,1174,protein_coding
ELAVL1_chr19_7958573_8005659_-_ENSG00000066044.15_ENSG00000066044.15.unspliced,5254,3086,2983,1522,protein_coding
ELF4_chrX_130063955_130110716_-_ENSG00000102034.18_ENSG00000102034.18.unspliced,8257,2114,768,1373,protein_coding
ENSG00000242588_chr7_128530380_128663479_+_ENSG00000242588.8_ENSG00000242588.8.unspliced,5282,47051,982,48912,lncRNA
ENSG00000256632_chr12_132688049_132714912_+_ENSG00000256632.3_ENSG00000256632.3.unspliced,3783,2484,583,2592,lncRNA
ENSG00000260007_chr15_68184032_68229718_-_ENSG00000260007.3_ENSG00000260007.3.unspliced,9664,5124,1374,3146,protein_coding
ENSG00000260272_chr16_2496032_2520218_+_ENSG00000260272.1_ENSG00000260272.1.unspliced,9176,315,4904,933,protein_coding
ENSG00000285245_chr9_133098121_133163914_-_ENSG00000285245.1_ENSG00000285245.1.unspliced,23542,1196,12367,288,protein_coding
ENSG00000288714_chr6_140148490_140785421_+_ENSG00000288714.2_ENSG00000288714.2.unspliced,4890,415124,665,426561,lncRNA
ENSG00000288922_chr10_5428890_5497197_-_ENSG00000288922.3_ENSG00000288922.3.unspliced,5555,16481,1927,20763,lncRNA
ENSG00000290606_chr19_28435388_28727777_-_ENSG00000290606.3_ENSG00000290606.3.unspliced,2689,114071,2009,113407,lncRNA
ENSG00000290796_chr22_25351418_25405377_-_ENSG00000290796.1_ENSG00000290796.1.unspliced,14932,1619,8203,1466,lncRNA
ENSG00000290823_chr15_101960198_101976611_+_ENSG00000290823.2_ENSG00000290823.2.unspliced,3749,1040,2786,958,lncRNA
ENSG00000290948_chr15_82471477_82513986_-_ENSG00000290948.2_ENSG00000290948.2.unspliced,3313,22163,2448,27686,lncRNA
ENSG00000291015_chr22_38335300_38398929_-_ENSG00000291015.2_ENSG00000291015.2.unspliced,3736,22871,1029,21891,lncRNA
ENSG00000295087_chr12_9283643_9299103_+_ENSG00000295087.1_ENSG00000295087.1.unspliced,1387,1230,290,427,lncRNA
ENSG00000297575_chr16_81446184_81475359_+_ENSG00000297575.1_ENSG00000297575.1.unspliced,3051,1159,2416,3635,lncRNA
ENSG00000302999_chr11_283058_290165_-_ENSG00000302999.1_ENSG00000302999.1.unspliced,4960,410,1178,419,lncRNA
EP400_chr12_131949942_132080460_+_ENSG00000183495.15_ENSG00000183495.15.unspliced,12724,28547,2766,28947,protein_coding
EPHB4_chr7_100802565_100827523_-_ENSG00000196411.10_ENSG00000196411.10.unspliced,7013,829,949,876,protein_coding
EPN1_chr19_55675226_55709858_+_ENSG00000063245.15_ENSG00000063245.15.unspliced,12584,3561,7170,1562,protein_coding
ETFA_chr15_76188555_76311730_-_ENSG00000140374.17_ENSG00000140374.17.unspliced,6319,54904,1987,52598,protein_coding
EXOC3_chr5_443175_471937_+_ENSG00000180104.16_ENSG00000180104.16.unspliced,5772,5234,2768,5829,protein_coding
FADS1_chr11_61799627_61829318_-_ENSG00000149485.19_ENSG00000149485.19.unspliced,5674,1041,611,1759,protein_coding
FAM118A_chr22_45308968_45341955_+_ENSG00000100376.12_ENSG00000100376.12.unspliced,3938,5373,2685,396,protein_coding
FAM120B_chr6_170290703_170407067_+_ENSG00000112584.14_ENSG00000112584.14.unspliced,7949,33736,229,42152,protein_coding
FAM193B_chr5_177519789_177554586_-_ENSG00000146067.17_ENSG00000146067.17.unspliced,4089,3595,1555,1153,protein_coding
FAM78A_chr9_131258076_131277365_-_ENSG00000126882.14_ENSG00000126882.14.unspliced,6898,661,2243,639,protein_coding
FBXO31_chr16_87326987_87392142_-_ENSG00000103264.18_ENSG00000103264.18.unspliced,11070,5658,1660,5292,protein_coding
FCHSD1_chr5_141639302_141651418_-_ENSG00000197948.11_ENSG00000197948.11.unspliced,3262,1241,1237,655,protein_coding
FLOT2_chr17_28879335_28897733_-_ENSG00000132589.16_ENSG00000132589.16.unspliced,4435,400,3187,386,protein_coding
FOXK2_chr17_82519713_82644662_+_ENSG00000141568.21_ENSG00000141568.21.unspliced,4344,9074,3107,7742,protein_coding
FRMD8_chr11_65386621_65413525_+_ENSG00000126391.14_ENSG00000126391.14.unspliced,8603,955,4335,778,protein_coding
GABRG3_chr15_26971181_27541984_+_ENSG00000182256.13_ENSG00000182256.13.unspliced,3381,241402,2137,238608,protein_coding
GAK_chr4_849276_932373_-_ENSG00000178950.18_ENSG00000178950.18.unspliced,25504,7222,14661,7016,protein_coding
GAS8_chr16_90019629_90044975_+_ENSG00000141013.17_ENSG00000141013.17.unspliced,6327,477,4234,358,protein_coding
GATA2-AS1_chr3_128488130_128539314_+_ENSG00000244300.4_ENSG00000244300.4.unspliced,8472,11011,6635,11994,lncRNA
GATAD2A_chr19_19385826_19508932_+_ENSG00000167491.18_ENSG00000167491.18.unspliced,12442,7585,6586,6518,protein_coding
GMPR_chr6_16238587_16295549_+_ENSG00000137198.10_ENSG00000137198.10.unspliced,8045,4681,622,3124,protein_coding
GNAQ_chr9_77716097_78031811_-_ENSG00000156052.11_ENSG00000156052.11.unspliced,3594,198430,511,199274,protein_coding
GNB1L_chr22_19783223_19854939_-_ENSG00000185838.14_ENSG00000185838.14.unspliced,18858,14825,11783,12706,protein_coding
GORASP1_chr3_39095222_39108369_-_ENSG00000114745.15_ENSG00000114745.15.unspliced,3188,1503,3781,630,protein_coding
GP6-AS1_chr19_55006152_55054990_+_ENSG00000267265.7_ENSG00000267265.7.unspliced,4859,5083,481,2186,lncRNA
GPAT4_chr8_41577187_41625001_+_ENSG00000158669.11_ENSG00000158669.11.unspliced,2171,15989,1073,13065,protein_coding
GRB10_chr7_50590063_50793462_-_ENSG00000106070.20_ENSG00000106070.20.unspliced,8046,58742,1810,56366,protein_coding
GRK6_chr5_177403204_177442901_+_ENSG00000198055.11_ENSG00000198055.11.unspliced,9305,1676,1220,1182,protein_coding
GSE1_chr16_85169525_85676204_+_ENSG00000131149.19_ENSG00000131149.19.unspliced,156720,13634,66188,6075,protein_coding
HDAC7_chr12_47782722_47833132_-_ENSG00000061273.18_ENSG00000061273.18.unspliced,11621,297,6332,1183,protein_coding
HDLBP_chr2_241227264_241317061_-_ENSG00000115677.18_ENSG00000115677.18.unspliced,11472,28051,2250,24483,protein_coding
HERC2_chr15_28111040_28322179_-_ENSG00000128731.18_ENSG00000128731.18.unspliced,4954,84949,1780,91376,protein_coding
HIC2_chr22_21417371_21451463_+_ENSG00000169635.10_ENSG00000169635.10.unspliced,12772,1187,8093,481,protein_coding
HIRA_chr22_19330698_19447450_-_ENSG00000100084.14_ENSG00000100084.14.unspliced,6111,17442,2896,22232,protein_coding
HIVEP1_chr6_12008762_12164999_+_ENSG00000095951.18_ENSG00000095951.18.unspliced,1161,90840,1150,92897,protein_coding
HMGXB3_chr5_150000046_150053142_+_ENSG00000113716.13_ENSG00000113716.13.unspliced,4632,15514,2813,17933,protein_coding
HNRNPM_chr19_8444767_8489114_+_ENSG00000099783.13_ENSG00000099783.13.unspliced,1169,11481,2763,13554,protein_coding
HNRNPUL1_chr19_41262496_41307787_+_ENSG00000105323.18_ENSG00000105323.18.unspliced,2620,6453,317,1674,protein_coding
HSPG2_chr1_21822244_21937310_-_ENSG00000142798.20_ENSG00000142798.20.unspliced,26938,778,18209,856,protein_coding
IDH2_chr15_90083045_90102477_-_ENSG00000182054.10_ENSG00000182054.10.unspliced,1990,1804,1292,1457,protein_coding
IGF2BP2_chr3_185643130_185825042_-_ENSG00000073792.16_ENSG00000073792.16.unspliced,2748,65323,1307,66190,protein_coding
IGF2R_chr6_159969082_160113507_+_ENSG00000197081.16_ENSG00000197081.16.unspliced,5591,42498,3292,36243,protein_coding
IGHMBP2_chr11_68903863_68940602_+_ENSG00000132740.10_ENSG00000132740.10.unspliced,2871,4591,1999,4316,protein_coding
IKBKB_chr8_42271302_42332460_+_ENSG00000104365.16_ENSG00000104365.16.unspliced,2023,7727,1516,7231,protein_coding
IKBKG_chrX_154541199_154565046_+_ENSG00000269335.7_ENSG00000269335.7.unspliced,13707,1425,3917,556,protein_coding
IKZF1_chr7_50304068_50405101_+_ENSG00000185811.21_ENSG00000185811.21.unspliced,2257,32279,860,39936,protein_coding
ILF3_chr19_10654304_10692400_+_ENSG00000129351.18_ENSG00000129351.18.unspliced,3569,2274,1742,601,protein_coding
ILKAP_chr2_238170402_238203708_-_ENSG00000132323.9_ENSG00000132323.9.unspliced,1634,9303,1571,6201,protein_coding
ITPR3_chr6_33620365_33696574_+_ENSG00000096433.11_ENSG00000096433.11.unspliced,21190,2078,8860,1694,protein_coding
JAK2_chr9_4984390_5129948_+_ENSG00000096968.14_ENSG00000096968.14.unspliced,3554,93194,512,88143,protein_coding
JARID2_chr6_15246069_15522042_+_ENSG00000008083.14_ENSG00000008083.14.unspliced,7023,124239,3014,125470,protein_coding
KATNB1_chr16_57735739_57757244_+_ENSG00000140854.13_ENSG00000140854.13.unspliced,8059,545,3929,1052,protein_coding
KCNH2_chr7_150944961_150978321_-_ENSG00000055118.18_ENSG00000055118.18.unspliced,17881,1850,9605,2101,protein_coding
KCNK5_chr6_39188971_39229475_-_ENSG00000164626.9_ENSG00000164626.9.unspliced,7024,3909,894,2080,protein_coding
KCNQ1OT1_chr11_2608328_2699994_-_ENSG00000269821.2_ENST00000597346.1.monoexonic.unspliced,7267,4449,930,9944,lncRNA
KHNYN_chr14_24429286_24441843_+_ENSG00000100441.10_ENSG00000100441.10.unspliced,2068,1350,916,1308,protein_coding
KIF18B_chr17_44924709_44947773_-_ENSG00000186185.14_ENSG00000186185.14.unspliced,1794,954,997,722,protein_coding
KLC1_chr14_103561896_103714249_+_ENSG00000126214.22_ENSG00000126214.22.unspliced,11707,13820,5775,12790,protein_coding
KLHL22_chr22_20441519_20495844_-_ENSG00000099910.17_ENSG00000099910.17.unspliced,1277,5285,1094,3060,protein_coding
KMT5A_chr12_123384132_123409353_+_ENSG00000183955.14_ENSG00000183955.14.unspliced,4349,1092,718,1222,protein_coding
KRBA1_chr7_149714781_149734575_+_ENSG00000133619.18_ENSG00000133619.18.unspliced,5798,1057,3041,312,protein_coding
KSR1_chr17_27456448_27626438_+_ENSG00000141068.17_ENSG00000141068.17.unspliced,6110,21878,1024,17914,protein_coding
LAMA5_chr20_62307955_62367312_-_ENSG00000130702.15_ENSG00000130702.15.unspliced,35435,2048,22177,2433,protein_coding
LARS2_chr3_45388561_45554726_+_ENSG00000011376.12_ENSG00000011376.12.unspliced,228,56780,2633,58501,protein_coding
LASP1_chr17_38869859_38921770_+_ENSG00000002834.19_ENSG00000002834.19.unspliced,8732,877,5844,800,protein_coding
LDLR_chr19_11089418_11133820_+_ENSG00000130164.16_ENSG00000130164.16.unspliced,2582,886,775,730,protein_coding
LETM1_chr4_1811479_1856156_-_ENSG00000168924.15_ENSG00000168924.15.unspliced,8290,714,5078,2342,protein_coding
LIG1_chr19_48115445_48170603_-_ENSG00000105486.15_ENSG00000105486.15.unspliced,6367,3442,815,3315,protein_coding
LIMK1_chr7_74082933_74122525_+_ENSG00000106683.15_ENSG00000106683.15.unspliced,7120,1264,547,485,protein_coding
LINC02109_chr5_28809297_29217728_+_ENSG00000259786.8_ENSG00000259786.8.unspliced,3945,279429,2399,264882,lncRNA
LINC02882_chr12_73621834_74509544_-_ENSG00000251138.8_ENSG00000251138.8.unspliced,2013,598457,362,574315,lncRNA
LRP5_chr11_68312591_68449275_+_ENSG00000162337.12_ENSG00000162337.12.unspliced,37596,4931,24388,4838,protein_coding
LRRC8A_chr9_128882133_128918039_+_ENSG00000136802.12_ENSG00000136802.12.unspliced,5013,1748,436,1929,protein_coding
LSS_chr21_46188141_46228824_-_ENSG00000160285.15_ENSG00000160285.15.unspliced,9906,6248,7693,4171,protein_coding
LTBR_chr12_6375045_6391571_+_ENSG00000111321.11_ENSG00000111321.11.unspliced,1511,1495,1206,1418,protein_coding
MADD_chr11_47269161_47330031_+_ENSG00000110514.20_ENSG00000110514.20.unspliced,4683,10633,592,12013,protein_coding
MAP3K14_chr17_45263119_45317029_-_ENSG00000006062.18_ENSG00000006062.18.unspliced,2298,1965,915,2737,protein_coding
MAP7D1_chr1_36155579_36180849_+_ENSG00000116871.16_ENSG00000116871.16.unspliced,7272,2169,2522,434,protein_coding
MAPK8IP3_chr16_1706166_1770351_+_ENSG00000138834.15_ENSG00000138834.15.unspliced,16045,1787,10783,265,protein_coding
MAPK9_chr5_180233143_180292099_-_ENSG00000050748.18_ENSG00000050748.18.unspliced,1726,23697,948,20540,protein_coding
MAPKAPK3_chr3_50611520_50649291_+_ENSG00000114738.11_ENSG00000114738.11.unspliced,9290,973,6732,223,protein_coding
MBOAT7_chr19_54173412_54189882_-_ENSG00000125505.17_ENSG00000125505.17.unspliced,2413,228,373,399,protein_coding
MCM3AP-AS1_chr21_46228394_46284359_+_ENSG00000215424.11_ENSG00000215424.11.unspliced,7511,4765,3441,4695,lncRNA
MCM3AP_chr21_46235133_46286297_-_ENSG00000160294.11_ENSG00000160294.11.unspliced,3550,9899,1000,9068,protein_coding
MDC1_chr6_30699807_30717447_-_ENSG00000137337.16_ENSG00000137337.16.unspliced,903,1396,298,1286,protein_coding
MED15P9_chr2_130129565_130139420_+_ENSG00000290707.2_ENSG00000290707.2.unspliced,1881,3774,1067,3481,lncRNA
MED24_chr17_40019097_40061215_-_ENSG00000008838.21_ENSG00000008838.21.unspliced,3353,2049,1586,2351,protein_coding
METTL22_chr16_8621683_8649654_+_ENSG00000067365.15_ENSG00000067365.15.unspliced,490,4985,1093,2668,protein_coding
MFN2_chr1_11980181_12015211_+_ENSG00000116688.18_ENSG00000116688.18.unspliced,6092,2510,1448,2330,protein_coding
MGAT1_chr5_180784780_180815652_-_ENSG00000131446.17_ENSG00000131446.17.unspliced,8175,4101,3988,2923,protein_coding
MIDEAS_chr14_73715122_73790285_-_ENSG00000156030.14_ENSG00000156030.14.unspliced,13564,2798,4650,4899,protein_coding
MIER2_chr19_305573_344815_-_ENSG00000105556.12_ENSG00000105556.12.unspliced,7525,8226,6039,6234,protein_coding
MIGA2_chr9_129036621_129072082_+_ENSG00000148343.19_ENSG00000148343.19.unspliced,5675,662,6708,1123,protein_coding
MIIP_chr1_12019466_12032045_+_ENSG00000116691.11_ENSG00000116691.11.unspliced,3160,638,1369,762,protein_coding
MINDY4_chr7_30771417_30892387_+_ENSG00000106125.14_ENSG00000106125.14.unspliced,6970,21502,5509,14544,protein_coding
MIR3667HG_chr22_49414523_49658432_-_ENSG00000188511.15_ENSG00000188511.15.unspliced,39520,25453,20418,23062,lncRNA
MLLT1_chr19_6210381_6279975_-_ENSG00000130382.9_ENSG00000130382.9.unspliced,21131,10649,15189,6479,protein_coding
MOCOS_chr18_36187497_36272157_+_ENSG00000075643.6_ENSG00000075643.6.unspliced,2099,33438,526,34594,protein_coding
