"query","query_coords","top5RBP","top5RBP_adjpval","top5RBP_pval","top5hitpct","top5rpm","top5fc","hit_totalcount","transcript_totalcount","medlen","AARS","AATF","ABCF1","ADAT1","AGGF1","AKAP1","AKAP8L","APEX1","APOBEC3C","AQR","BUD13","CPEB4","CPSF6","CSTF2T","DDX1","DDX21","DDX24","DDX3X","DDX42","DDX43","DDX47","DDX51","DDX52","DDX55","DDX6","DGCR8","DHX30","DROSHA","EEF2","EFTUD2","EIF3G","EIF4E","EIF4G2","ELAC2","ELAVL1","EWSR1","EXOSC10","EXOSC5","FAM120A","FASTKD2","FMR1","FTO","FUS","FXR1","FXR2","GARS","GEMIN5","GNL3","GPKOW","GRWD1","GTF2F1","HLTF","HNRNPA1","HNRNPC","HNRNPK","HNRNPL","HNRNPM","HNRNPUL1","HNRNPU","IGF2BP1","IGF2BP2","ILF3","KHDRBS1","KHSRP","LARP4","LARP7","LIN28B","LSM11","MATR3","MBNL1","METAP2","METTL1","MORC2","MTPAP","NCBP2","NIPBL","NOLC1","NONO","NPM1","NSUN2","PABPC4","PCBP1","PHF6","PPIL4","PRPF8","PTBP1","PUM1","PUM2","PUS1","QKI","RBFOX2","RBM15","RBM22","RNF187","RPS10","RPS11","RPS3","RPS6","RYBP","SAFB2","SAFB","SBDS","SDAD1","SERBP1","SF3B1","SF3B4","SLBP","SLTM","SMNDC1","SND1","SRSF1","SRSF7","SRSF9","SSB","SUPV3L1","TAF15","TARDBP","TBRG4","TIA1","TRA2A","TROVE2","U2AF1","U2AF2","UCHL5","UPF1","UTP18","UTP3","WDR3","WDR43","WRN","XRCC6","XRN2","YBX3","YWHAG","ZC3H11A","ZC3H8","ZNF622","ZNF800","ZRANB2"
"XISTint6","XIST_int6_8140_9207","HNRNPU;HNRNPK;HNRNPL;ELAVL1;HNRNPC","1;1;0;0;1","1;1;0;0;1",0.4,"134.2318;119.309;99.4251;56.9696;25.4818","8.4333;7.6069;6.5058;4.1548;2.4111",114413,4974,411,1,1,1,1,1,1,1,1,1,1,1,0.000573554062342613,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3.65874181568966e-234,1,1,1,1,1,1,1,1,1,1,0.0217105263598658,1,1,0.999999999927894,1,1,1,0,0.99845885638664,1,1,1.83776789226978e-26,1,1,9.41316667391192e-163,0,1,1,0.00677247355807461,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.09026894297361,1,9.27959632150601e-19,1,1.24804807357698e-258,1,1,0.04277755875643,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999981851505304,1,1,1,1,1,1,1,1,1,1,1,1,2.27003708533357e-66,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"XISTint7","XIST_int7_9207_10274","HNRNPK;HNRNPU;DDX42;ILF3;DROSHA","1.1040129107857e-60;1;1;1;1","2.20802582157141e-61;0.999977382658826;1;1;1",0.2,"560.3586;94.9349;30.0743;28.0194;22.0591","28.1153;5.5938;2.4553;2.3558;2.0674",44850,4756,273,0.999999999948102,1,1,1,0.999970410019343,1,1,1,0.999999964252633,0.999999999999545,0.999999999999864,0.996651831076706,0.999999999999963,1,1,1,0.970077677210692,0.999999952621581,1,0.999999999999796,1,1,1,0.999999999999999,1,0.999999996909186,1,1,1,0.999999999999999,0.999999999999722,1,1,1,0.999972401428967,1,1,2.6927525918293e-35,0.999999983945252,1,0.999999999999966,1,1,0.99999981633147,1,1,1,0.998896224972514,0.997196837324337,0.998380077225943,1,0.999999999999954,3.31875214602144e-07,1,2.20802582157141e-61,4.06022786647218e-161,8.13959760023216e-15,0.997063895833513,0.999977382658826,1.8197337967607e-05,0.967168945477664,1,0.999999928967959,1.15716624681443e-241,1,1,0.0205609511701533,1,5.9096255060755e-196,0.999999999934599,1,1,1,1,1,1,1,0.996951318260843,0.977959713682071,0.99999995962539,0.99999996889671,0.999999999981662,1,0.999999989385231,0.999880351340411,2.5119351402732e-41,0.999999999999911,0.109658961139965,0.997206282065169,6.11890948136129e-47,0.97863236893479,1,5.93008515619365e-10,1,1,1,0.999998953101252,1,1,1,0.998349225567587,0.999979202772139,1,0.999999999999143,0.999997375649297,0.99999999999927,0.999969300622453,1,1,0.0814591219283925,1,0.999953728997189,1,0.999999999999986,0.999985186085749,1,1,0.999999999999998,7.40809711401737e-05,1,0.996411127258036,0.0181825933036798,1.12026688752743e-34,0.999997206955614,0.999999999796617,1,1,0.999999999999452,1,1,1,1,0.25610934096914,1,1,1,0.963145961317664,0.999999999996035,0.582164063110814
"XISTint8","XIST_int8_10274_11342","KHDRBS1;DDX43;NOLC1;KHSRP;U2AF2","0;1;1;0;6.0468898600638e-57","0;1;1;0;3.62813391603828e-57",0.6,"63.176;46.2824;41.5475;40.1222;36.4272","3.9446;3.1572;2.9365;2.8701;2.6978",113496,4574,622,1,1,1,1,1,1,1,1,1,1,1,2.00656604430417e-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.45769957930982e-49,1,1,1,1,1,1,1,1,1,1,7.41643296004902e-43,1,1,7.22969988312548e-39,1,0.911848423051966,1,0,1,1,1,1.34165454292864e-05,1,1,0,0,1,1,0.999999991229031,1,2.28734394667212e-81,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.40157602665302e-26,1,0,1,1,0.999999999999996,0.975583328981345,1,1,1,1,1,1,0.0129789861058024,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.62813391603828e-57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"XISTint9","XIST_int9_11342_11922","DDX43;ZNF622;GRWD1;EXOSC10;ILF3","0.990285254304464;0.990285254304464;0.990285254304464;0.990285254304464;0.990285254304464","0.859712122366792;0.450024169276335;0.331928150801706;0.922123182281287;0.990285254304464",0,"352.0838;187.4507;180.2003;163.2329;154.268","28.4234;15.6003;15.0356;13.714;13.0157",15257,3832,238,0.979218677183212,0.999999999919256,0.99331089249259,0.999999999999645,0.180222499223841,0.999999992038353,0.998615401657396,0.999998690601858,0.992102687389477,0.807967079164717,0.93527604639669,0.986235174017117,0.959121249879145,1,0.999999999999999,0.999796671242434,0.827938951465591,0.999999431755136,0.997939359506508,0.859712122366792,0.99999999586662,0.999999978571467,1,0.99976369916269,0.999991891520201,0.999999810295958,0.999999892519261,0.999999999999975,0.999999439816629,0.999648595134047,0.999279193975396,0.999999998766987,0.999999706657083,1,1,1,0.922123182281287,0.811416402523593,0.999999423922327,0.999997289585021,0.999665502589163,0.999999998699906,0.999999150762365,0.978371859303354,0.999524625877746,0.872266790842521,0.999999999812266,0.726086193572941,0.958188853597155,0.331928150801706,0.999999999993389,0.227931904015339,5.93182975221323e-40,1,5.57316545239615e-20,5.75842444711346e-22,0.793358371387987,0.998796369410197,2.22109699246123e-20,0.119556385336064,0.974325025615484,0.990285254304464,0.999999869559625,0.999999999999998,0.96770625383749,0.999999864680644,0.169872806909387,0.999990712087705,2.23480375796633e-30,0.971462207110317,0.981711071602773,0.0926099888812847,0.999999999999936,0.931140319254157,0.999865623471586,0.982715405215187,0.860221320386793,1,0.721806430471728,0.998505377420334,0.988065785058841,0.999898331391274,0.999999999628242,0.00189558838471835,0.999914084014993,5.69180733054624e-07,0.987817133676936,0.999925099944499,0.887006857215063,0.188811024127773,0.0219378517880033,0.439447118021328,0.716357684636126,0.0609383667078284,0.977860310827872,0.950013227324945,0.991682301786264,0.999743135426031,0.00817817862553324,1.56625528104921e-12,9.14572641813419e-05,0.954359379769889,0.99658800532606,0.982991053663524,0.975616884560017,0.995903019146328,0.927066062222832,0.999999903634054,0.999993143045249,0.786704132930067,0.99998843827753,0.948456779930182,0.999999991028597,0.999574941259053,0.999885905870512,0.0286646734011303,0.99997866916236,0.995593703380031,0.999999961826348,0.831564440651586,0.97993374286018,0.999996474899624,0.655384917053982,0.201987788972071,0.982153644722498,0.999735282087439,0.993311692498328,0.50733137433392,0.916180589166212,0.999999982421214,0.999988213365078,1,0.0752611153579972,0.999480218550537,0.991252320570879,0.860511696072296,0.450024169276335,0.981550803342039,0.999999993261465
"XISTrE","XIST_rE_11922_12586","PTBP1;MATR3;MBNL1;TIA1;SND1","3.60244006427112e-196;0;0.991930576119699;3.0593742400845e-104;1.26789672368952e-20","1.44097602570845e-196;0;0.991930576119699;1.8356245440507e-104;1.01431737895162e-20",0.8,"3717.4101;1321.115;302.6957;201.5005;145.1482","173.3181;62.2394;15.0313;10.3404;7.7282",34627,4581,213,0.938481768781972,0.999191490227304,0.999984288301186,6.83089881065181e-18,0.96948808436028,0.999999594622254,1,0.96210011940319,0.612012642404574,0.284816259474892,0.486299898786607,0.761656373549177,0.882758197019988,0.999999999371448,0.999763332352136,0.514509549499078,0.00835753209548483,2.43389057720237e-05,0.999999102856641,0.454007437935731,0.947571235710692,0.999702316072619,0.98948791367145,0.977394912859645,0.99918404911044,0.0864803109355201,0.917379587719315,0.999991398180765,0.998160368610651,0.974696248458234,0.304505410939113,0.999999766647686,0.948939806630976,3.71020636663381e-06,1.95905887203915e-90,1,0.900595158356207,3.27011549424845e-163,0.99669964517881,0.999996269192901,0.287782455005818,0.907201355063558,1,0.0509374396673633,0.775125726637208,0.987557551428023,1.20997337193765e-07,0.00857258920126358,0.0509202917851298,0.0127080922786562,1,0.99999999984015,0.999360118608329,1,1.57571743214561e-58,7.15262111411132e-60,1.85434902505183e-150,0.175899858269916,1,1.97888764965096e-12,0.000292723702016395,1,1,1.75835521409463e-258,1,0.9999998301416,2.82410325792562e-08,0.998080026374684,0,0.991930576119699,0.999984123758449,1,9.4199291333508e-06,0.282424513703598,0.0156091657940849,0.999999999971165,0.994277238336252,7.64784945768334e-40,0.0568565220189558,0.85476670952726,0.999612875056154,0.730240003396095,0.99816219324413,0.928504299292472,2.16668712566451e-07,1.44097602570845e-196,0.513308547362567,7.6353180637606e-05,6.29362079748294e-05,4.33805731242151e-47,3.43772391690653e-06,0.999999149527189,3.55119604860221e-24,1,0.971828030131258,0.873391307317048,0.00313115406610596,0.969147484192701,1,1,0.999999999990255,0.115818507686441,0.999999971639688,0.965900318767549,0.324295523321277,0.736956777018133,0.158561872157115,1,0.198331545678434,1.01431737895162e-20,0.873443063040824,0.000114883433838584,0.999999942701567,0.985367956624498,0.998111391225432,1,2.75679318781729e-06,0.388168156450217,1.8356245440507e-104,0.738981756414404,3.17039680207857e-10,1.24158571355705e-29,6.33298216078946e-94,0.0588424979697653,0.999999943780093,0.999999951020273,0.995456970199771,0.999999676859552,0.981137736802577,0.999911361653721,0.999999975845641,1,2.14717076110071e-06,0.99999999818594,0.999999999950646,0.961578273285902,1.33480978120869e-05,0.963073574218159,5.20531438065327e-09
"XISTint10","XIST_int10_12586_13917","NOLC1;DDX43;TRA2A;GRWD1;UCHL5","0.995212199692352;0.236452862520452;0.547452031291243;0.0302640460012702;0.0302640460012702","0.995212199692352;0.141871717512271;0.437961625032994;0.0121056184005081;0.0109661174675309",0.4,"359.4871;281.7753;264.6232;247.8739;234.6695","16.3871;13.0608;12.3266;11.6097;11.0445",12683,3569,267,0.0182228962519646,0.989940190714877,0.997665214772672,0.281679755084496,0.903738853305069,0.999999987325409,0.99733479276955,0.999999999955891,0.779158742190059,0.864643541237763,0.937086093241598,0.875910349855224,0.636803084742464,0.999999996661135,0.999999999975354,0.969797316687439,0.706059008247503,0.819962889719511,0.999837130649347,0.141871717512271,0.999028091650039,0.999385086026916,0.999999429020757,0.991478787654394,0.867498737151838,0.999999754885598,0.962107934142078,0.993810862296522,0.9996341277787,0.186490357873601,0.814561066587784,0.999999430175843,0.999784579303847,0.984245282713066,0.999999999999999,1,0.0870294039911812,8.1991373414491e-14,0.993264980831728,0.617957096162209,0.92385951955416,0.235293398612,0.108574615274258,0.9019969418169,0.918506897011014,0.98845980321077,0.999991320479701,0.189118673241659,0.0139194483249438,0.0121056184005081,0.999943631667911,2.1173751399388e-05,8.74960775118012e-103,1,1,0.0110287900602138,3.06428734559914e-06,0.00102574497780167,3.52910492305959e-56,0.34724122791235,0.998159426075408,0.999999999999988,0.978288692068811,0.000832190054764417,0.136979027915555,0.999998843093606,0.000713296789947279,0.999999266891944,0.934555292708482,0.996689372510737,0.983397968061788,1.19664820636196e-05,0.253282630030757,0.326443331985538,0.948072599961315,0.459511627397233,0.995212199692352,0.999999999999329,0.228775566943203,0.809687181058224,0.993610011475294,0.999999999999891,0.999999999435631,2.16560332839238e-07,0.998256983618458,0.999999292258435,0.536396712943798,0.291904970157092,0.906218310226618,0.29714010005907,0.0713528345129085,0.87325888795711,0.325070807807152,0.465447403246273,0.998124731061682,0.994112202693279,0.805997983595287,0.999698547742938,0.966648429884148,4.6161990488406e-37,4.6749982159488e-14,0.935336081386956,0.999996512577962,0.999075752534098,0.000907894803284154,0.868566287496621,0.389134383163121,0.999999624731763,0.999999958060293,0.869348112870334,0.872947098886679,0.00600700735201865,0.999999999467533,0.984934845788251,0.160776417287774,1.29385657873553e-34,0.772332457826515,0.00124206137952529,0.999999999870287,0.437961625032994,0.940692675554428,0.999977624063748,0.911713234132304,0.0109661174675309,0.867981895327407,0.860382363224669,0.553073932570615,0.105932149272988,0.686885537130839,0.999875294360267,0.885897524748088,1,0.753719610250803,0.976537192768778,0.064735278616483,0.0210607075597993,0.0162685632198521,0.582872105543987,0.799233897464804
"XISTint11","XIST_int11_13917_15248","HNRNPU;ZC3H11A;LIN28B;SAFB;KHDRBS1","1;1;1;5.44195329124822e-107;0","1;1;0.999908742080534;2.17678131649929e-107;0",0.4,"49.926;49.0641;40.6951;22.4742;19.3266","3.6825;3.6362;3.1866;2.2076;2.0384",150219,4892,521,1,1,1,1,1,1,1,1,1,1,1,5.43903966512843e-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.93869491806732e-71,1,1,1,1,1,1,1,1,1,1,9.0364031481799e-33,1,1,9.22403189238721e-122,1,1,1,0,1,1,1,1.2153197574882e-15,1,1,0,0,1,1,0.999908742080534,1,0.00119568198101459,1,1,1.30270765848254e-11,1,1,1,1,1,1,1,1,1,1,1,0.999999999999985,1,1,1,8.97007130123729e-32,1,0,1,1,0.999999999774368,1.41668092818988e-42,1,1,1,1,1,2.4868121283927e-76,2.17678131649929e-107,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.03200063530977e-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"XISTint12","XIST_int12_15248_16579","HNRNPU;HNRNPA1;KHDRBS1;SAFB;METTL1","1;1;0;3.928081128279e-76;2.0405975280799e-19","1;0.982358256423098;0;1.5712324513116e-76;1.22435851684794e-19",0.6,"74.4044;47.7374;43.3588;34.8416;21.5639","5.4982;3.886;3.6213;3.1064;2.3037",148737,4869,450,1,1,1,1,1,1,1,1,1,1,1,8.81285427049359e-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.49915063243656e-253,1,1,1.98906491503622e-56,1,1,1,1,1,1,1,1,1,1,0.000114074422983894,1,1,7.99628656572415e-74,0.982358256423098,1,1,0,1,1,1,6.00031001862507e-07,1,1,0,0,0.999999999999239,1,0.999997771091227,1,0.997212050799723,1,1,1.22435851684794e-19,1,1,1,1,1,1,1,1,1,1,1,0.999999999999655,1,1,1,1.09221497955204e-05,1,0,1,1,1,4.64228870603983e-61,1,1,1,1,1,8.91999887162647e-140,1.5712324513116e-76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999991189851685,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"XISTint13","XIST_int13_16579_17910","KHDRBS1;SAFB;ZC3H11A;ILF3;RNF187","0;5.024957246271e-28;1;1;1.40051986214939e-12","0;2.0099828985084e-28;1;1;8.40311917289635e-13",0.6,"55.8031;51.1588;43.0246;42.0286;41.4265","3.9781;3.7303;3.2962;3.243;3.2109",138672,4836,523,1,1,1,1,1,1,1,1,1,1,1,3.98411143932156e-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1.39982700783864e-70,1,1,1,1,1,1,1,1,1,1,2.06841379941474e-23,1,1,5.6191735702267e-68,1,1,1,0,1,1,1,3.10359093568352e-10,1,1,0,0,1,1,0.999978618217453,1,1.52229888039785e-145,1,1,0.910590751510452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.05023075125523e-09,1,0,1,1,1,8.40311917289635e-13,1,1,1,1,1,0.0047565897141275,2.0099828985084e-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.29475955992828e-35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"XISTint14","XIST_int14_17910_19245","ZC3H11A;NOLC1;MBNL1;RNF187;METTL1","1;1;1;1.09705751895418e-49;7.73018888659205e-19","1;1;1;2.19411503790837e-50;3.09207555463682e-19",0.4,"239.8579;215.2903;170.8535;150.7577;128.904","15.9344;14.4048;11.638;10.3867;9.026",134940,4604,502,1,1,1,1,1,1,1,1,1,1,1,3.56812748999695e-35,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.14788131927275e-61,1,1,1,1,1,1,1,1,1,1,1.40243829044194e-55,1,1,4.77136170086632e-112,1,1,1,0,1,1,1,4.58359593933663e-15,1,1,0,0,0.999999928457449,1,0.726991829155603,1,2.89039187564363e-34,1,1,3.09207555463682e-19,1,1,1,1,1,1,1,1,1,1,1,0.999999977697232,1,1,1,6.14075639574104e-22,1,0,1,1,0.999896103501532,2.19411503790837e-50,1,1,1,1,1,1.90602489872744e-57,5.5553031461405e-76,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.45969436175381e-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"NEAT1chk1","NEAT1chk1_0_1000","U2AF2;CSTF2T;U2AF1;HNRNPU;HNRNPA1","1.10449783655619e-71;0;0;0;0","1.10449783655619e-71;0;0;0;0",1,"4459.6314;3855.2714;3822.4944;3516.2574;3195.4836","28.4276;24.7107;24.5091;22.6257;20.6528",33821,5638,604,0,0,0,0,3.54323809942332e-102,0,0,0,0,0,0,7.28376084628507e-12,5.72240173798469e-301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1.92062836714016e-27,0,0,0,0,0,0,0,0,0,3.16516734778304e-113,1.72621697524482e-46,2.97171197132153e-250,0,1,0,1,0,1,0,0,0,3.66386477559678e-09,0,2.19592258915816e-69,1,1,1.63219953381792e-188,0,6.75016679106844e-75,0,1,0,0,1.34091290252084e-111,0,0,0,0,0,0,1.49257815031873e-85,5.57471289220247e-14,0,0,0,4.87665804261869e-71,0,6.293949655347e-227,0,4.25502332696467e-06,1.26111833090577e-259,1,0,0,2.53520473337449e-109,1.6790153810422e-46,0,0,0,0,1.06025953649052e-286,5.98438561482982e-13,0.999997801519364,1.31061733327024e-178,0,4.79927352364302e-216,3.02469565357903e-296,0,1.10679050418743e-140,0,0,3.59612082012035e-88,0,0,0,3.65063875746226e-68,1.04230490929308e-150,0,0,0,0,0,0,0,1.10449783655619e-71,1.08593710315397e-240,3.52291010853921e-220,0,0,1.0457162307407e-226,2.24685957105344e-306,0,0,0,0,0,0,0,1.85781746158682e-268,5.19725585846085e-303,0
"NEAT1chk2","NEAT1chk2_1000_2000","CSTF2T;HNRNPM;ZRANB2;HNRNPUL1;EWSR1","7.17541075178807e-244;0;1.93902159165584e-131;2.79407286112227e-109;3.4094338321181e-214","2.87016430071523e-244;0;1.55121727332467e-131;2.79407286112227e-109;2.04566029927086e-214",1,"4121.2929;4113.9137;3162.8016;2182.7871;2132.3203","36.6205;36.5568;28.3363;19.8659;19.4298",21954,4843,284,2.79338601247238e-62,2.7768739605196e-96,1.92419545836779e-42,4.74804369283136e-154,1.89579150197095e-11,1.28215223142336e-23,9.44664194636959e-117,4.63632341891555e-60,1.56983056220984e-38,5.79771247423843e-129,2.7271605056227e-58,1.9884842396967e-10,7.4339716218829e-51,2.87016430071523e-244,3.65036751583071e-205,5.36592951001057e-68,2.5823282864346e-31,1.29333881789593e-52,1.01464665623139e-160,4.08649268248118e-52,2.16425677676204e-114,2.33988483108357e-169,3.33216243444034e-122,3.72591767125311e-55,8.67839435900307e-97,2.8733220415034e-102,2.67321957477335e-133,5.50440421262457e-135,1.0214639599631e-59,6.96873325009071e-131,1.84486553880536e-48,3.81334520742603e-75,1.51219662177263e-148,1.09827134968245e-248,1,2.04566029927086e-214,9.49527507901653e-50,3.70479747071954e-212,1.04865955256807e-77,3.2652155839271e-101,8.63206443363373e-65,1.79772242353722e-86,6.76739910560957e-163,5.9825979771198e-49,1.3084478791138e-103,7.45169410718079e-28,9.14447554877448e-130,1.73004848322819e-32,1.94973087862618e-32,4.84988843177302e-29,1.36941440607743e-235,0.0868872349765303,1.270426398702e-150,1,2.78811800234519e-28,1,0,2.79407286112227e-109,1.11286855653949e-210,3.7693241877574e-06,1.29641888046934e-51,0.998341864384809,1,1.52170910159826e-23,1.75867392669786e-31,2.5434374165992e-67,9.83186570528928e-26,1.03824039869722e-72,2.25995217090961e-29,2.50809662911501e-30,6.14002319625189e-72,4.91826916202873e-25,3.02421991174242e-211,6.65939562408508e-79,3.2096653157458e-112,3.91727673406541e-20,2.68312083208004e-88,8.56691372744591e-246,2.87238419115971e-17,6.22429141075601e-05,2.83603014672966e-23,2.18943619632947e-55,1.1311550678129e-105,8.14856821257238e-19,1.60335561329967e-113,1.68671120827783e-18,2.83865381154856e-28,5.1509071395536e-09,6.86030246299166e-31,0.818888675292991,8.98827871980487e-148,3.4676800778449e-62,1.22723513200171e-28,0.286709126476981,1.35743782753873e-41,4.3667322362302e-34,3.31382713839105e-47,3.32478198922387e-94,7.22679573913473e-09,1.55577846160738e-21,8.71645694751842e-09,1.33867530804486e-28,3.06939490379328e-41,4.2655441409534e-15,5.85034802082468e-61,8.69157499123758e-63,7.272994478994e-17,7.04431413768944e-149,2.98234975126846e-126,5.71914894032193e-14,1.19386879114081e-67,2.34750478079808e-46,8.60035584344038e-55,2.77989857345175e-08,8.51746414921276e-25,4.7428500679354e-147,3.37704207591786e-95,3.23479195443307e-101,6.71050626735144e-182,1.07106897365573e-51,9.60338389572227e-46,8.24143627814737e-67,7.32225698004849e-35,9.15379481635435e-33,8.23715419153765e-18,7.7106688913319e-56,1.26228221289381e-71,1.00123189242201e-23,7.05165162912526e-37,1.35001527907649e-80,9.32118897432593e-46,2.33745872460635e-211,1.08107399789329e-31,1.39327824339086e-56,7.0286196925798e-38,4.06004578718615e-64,1.36132927425342e-29,1.6065830919211e-23,1.55121727332467e-131
"NEAT1chk3","NEAT1chk3_2000_3000","CSTF2T;GTF2F1;HNRNPUL1;EXOSC5;HNRNPU","1.98342543788395e-38;2.09723787063106e-61;1.91475008255573e-110;1.60113214128699e-302;1.63897853027255e-249","1.98342543788395e-38;1.67779029650485e-61;1.14885004953344e-110;3.20226428257399e-303;6.55591412109019e-250",1,"3080.9433;2878.4473;1436.0173;1331.5272;1321.1621","33.5293;31.3913;16.1618;15.0586;14.9492",44404,5049,311,5.91742670342253e-40,4.01340789312515e-15,0.948425066303808,1.32681052541411e-102,0.000106015588716106,0.999999751843797,9.33926092953652e-18,0.946995303427734,1.09389229739618e-06,4.41335453136601e-30,4.07523060427725e-17,1.3292442616181e-12,1.33385859612251e-23,1.98342543788395e-38,4.73463398358216e-24,7.38464479487778e-11,4.85780188041542e-17,9.69480904546218e-17,5.3803840484501e-26,4.31942395829733e-13,1.37251259003365e-07,1.13773486020707e-19,3.05861432093711e-17,0.108676572641347,9.86176073662695e-28,3.42695675928221e-08,3.63218471487243e-31,2.74160935595122e-51,0.171248236488629,5.41764596993266e-64,2.02976308592437e-22,0.923127335929317,1.87438135287196e-07,1.30850492175484e-64,0.00466169188319231,2.74434359159177e-22,6.65113176441428e-20,3.20226428257399e-303,1.27798348662978e-16,8.88690876722835e-49,1.73277337848528e-09,1.63016090805383e-52,1.7528648925632e-56,0.000156259358543351,1.60882267779426e-10,0.138164143709624,8.82535907076708e-22,3.48491094505524e-21,2.55658831031563e-89,5.4843181597844e-24,1.67779029650485e-61,3.97175070415051e-16,0,1,1,6.27999009301949e-08,0,1.14885004953344e-110,6.55591412109019e-250,3.12438435687592e-15,1.24284299747924e-06,1,1.51323576887695e-05,0,8.3046554928748e-25,0.107206716113399,1.12605484828858e-30,0.000194175216164568,2.29097753090328e-10,0.999193111402625,0.110573593765536,3.85733410937454e-35,3.33867493761512e-97,1.88853816783327e-15,6.70674136743133e-16,2.91049454693871e-05,0.00194922879891459,1.84717891229309e-56,3.37986882386571e-19,0.0101598752807794,0.333175117826124,0.999999999999972,0.00891379615907491,3.04861773133065e-22,1.01564018966628e-33,0.999995089566904,3.25571227526017e-07,5.32464299451253e-16,6.32974886858804e-12,4.05163379141287e-34,2.98627806351636e-76,0.0884683582370489,4.05957376688904e-38,0.277458860456181,0.064796319027342,0.000276925343891773,1.99605501673326e-14,0.00622285546341,0.99999957769109,1.57827309465632e-68,7.40468633114206e-39,1.19183410747447e-07,0.999915308616801,0.818916718686113,6.47178054675976e-48,1.61746687691948e-16,2.12064206394562e-12,0.929643936589518,2.89264984526202e-11,3.8886464458967e-14,5.48040758650219e-15,6.17023978547734e-19,0.998290986909016,0.985206873715614,4.06073634101907e-11,9.84024793985171e-218,2.63223731787031e-07,5.20012360718671e-47,9.23954778545707e-59,6.74552936780549e-12,1.87347284750922e-21,5.90599549504499e-29,1.24118739976124e-40,3.79308028354964e-29,0.0398360732357905,0.000276701657448973,0.00400299074788614,2.02379211457166e-16,7.68544567593804e-05,2.4154937443519e-14,3.13729983437799e-12,1.49303798855591e-08,1.40823922784946e-08,0.430542795920706,6.07694987602717e-25,3.8958076413425e-19,1.38569565409814e-27,7.11946583177143e-06,2.99121933728558e-73
"NEAT1chk4","NEAT1chk4_3000_4000","CSTF2T;KHSRP;HNRNPUL1;FUS;ZC3H11A","1;0;1;1;1","1;0;1;1;1",0.2,"2869.2293;2461.8308;1559.8419;1449.9476;1303.1727","36.908;31.8095;20.5212;19.1459;17.309",142504,4885,522,1,1,1,1,1,1,1,1,1,1,1,5.60354898748684e-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5.93478809034566e-277,1,1,1,1,1,1,1,1,1,1,3.72236579652081e-49,1,1,1.44144508561216e-28,0.853924066759282,1,1,0,1,1,1,1.06236831129782e-26,1,1,0,0,1,1,0.0761653946597844,1,2.02492457595244e-230,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.83872833929489e-49,1,0,1,1,0.687241674007207,1,1,1,1,1,1,0.999948544199685,1.3698448163711e-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.06491123089793e-55,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
