query,query_coords,top5RBP,top5RBP_adjpval,top5RBP_pval,top5hitpct,top5rpm,top5fc,hit_totalcount,transcript_totalcount,medlen,AARS,AATF,ABCF1,ADAT1,AGGF1,AKAP1,AKAP8L,APEX1,APOBEC3C,AQR,BUD13,CPEB4,CPSF6,CSTF2T,DDX1,DDX21,DDX24,DDX3X,DDX42,DDX43,DDX47,DDX51,DDX52,DDX55,DDX6,DGCR8,DHX30,DROSHA,EEF2,EFTUD2,EIF3G,EIF4E,EIF4G2,ELAC2,ELAVL1,EWSR1,EXOSC10,EXOSC5,FAM120A,FASTKD2,FMR1,FTO,FUS,FXR1,FXR2,GARS,GEMIN5,GNL3,GPKOW,GRWD1,GTF2F1,HLTF,HNRNPA1,HNRNPC,HNRNPK,HNRNPL,HNRNPM,HNRNPUL1,HNRNPU,IGF2BP1,IGF2BP2,ILF3,KHDRBS1,KHSRP,LARP4,LARP7,LIN28B,LSM11,MATR3,MBNL1,METAP2,METTL1,MORC2,MTPAP,NCBP2,NIPBL,NOLC1,NONO,NPM1,NSUN2,PABPC4,PCBP1,PHF6,PPIL4,PRPF8,PTBP1,PUM1,PUM2,PUS1,QKI,RBFOX2,RBM15,RBM22,RNF187,RPS10,RPS11,RPS3,RPS6,RYBP,SAFB2,SAFB,SBDS,SDAD1,SERBP1,SF3B1,SF3B4,SLBP,SLTM,SMNDC1,SND1,SRSF1,SRSF7,SRSF9,SSB,SUPV3L1,TAF15,TARDBP,TBRG4,TIA1,TRA2A,TROVE2,U2AF1,U2AF2,UCHL5,UPF1,UTP18,UTP3,WDR3,WDR43,WRN,XRCC6,XRN2,YBX3,YWHAG,ZC3H11A,ZC3H8,ZNF622,ZNF800,ZRANB2
NEAT1chk14,NEAT1chk14_13000_14000,NONO;TIA1;IGF2BP2;HNRNPM;U2AF2,6.5128253602497e-230;3.61633039356002e-152;4.64891028928201e-15;0;1.48398675853398e-12,2.60513014409988e-230;2.16979823613601e-152;3.71912823142561e-15;0;1.48398675853398e-12,1,630.9654;587.6864;354.2169;281.6197;267.9616,23.8158;22.2509;13.8086;11.1834;10.6895,22489,4495,305,0.189607768,2.59900569829364e-11,1.56008182989424e-07,1.58491710315264e-21,0.972011512,8.88098391390023e-07,1.61616805044209e-10,3.69657774751259e-14,0.000477324,6.93325300936889e-05,0.00066451,0.999978715,0.842398586,1.99635878397682e-47,1.32367327093189e-51,6.77269292301793e-17,4.13405606971365e-07,0.005357003,2.56289959632187e-19,0.129226257,5.10284308835348e-24,3.0295679715093e-30,1.11227234777608e-57,2.48284129821629e-12,7.91365324118424e-06,2.48481121072103e-57,1.76054546415999e-29,3.50525483215442e-08,1.93654038747204e-06,0.000423906,0.838051297,0.001233908,8.65765105946839e-31,9.73016690924811e-65,0.000240911,6.51682922087424e-84,0.956242725,7.65613394066006e-95,1.66308428745056e-07,0.999999988,2.65182626486526e-14,0.659706793,9.34110820284549e-25,2.14379743190652e-23,7.41440479810488e-18,8.23033296480898e-05,1.40109331296725e-14,0.021237624,1,0.99430205,1.10034491318276e-19,1,3.60722566894673e-05,1,0,4.14333412744608e-35,0,4.83978758507875e-11,1.12218702043199e-15,1.07561126056449e-10,3.71912823142561e-15,5.13051002774169e-13,1,9.46718646807353e-18,1,5.7092646566068e-06,0.824974473,2.89755108316934e-30,0,3.58160431274043e-22,1.65395003361239e-12,1,1.33760384904816e-34,1.76164628330075e-06,1.53100914522676e-06,0.999885301,1.21606698420174e-14,2.60513014409988e-230,0.087572575,0.521558947,0.002805513,5.64384770134739e-41,4.29546560369796e-38,1,6.43193500754963e-13,1.21069075135844e-162,0.205734464,7.45990241873186e-07,2.26811096584874e-12,4.41686364854505e-08,3.24403598970584e-38,0.999999998,0.009233235,1,1.99217828213207e-11,1.96206623898117e-06,0.064142376,2.02435385119876e-27,1,1,1,0.04978353,0.60631286,0.262622823,0.0007767,0.003996965,0.00185499,6.23897066821295e-09,2.45604545092859e-48,1.51412757857321e-16,5.71139089766726e-11,0.786259433,0.014986375,0.828249628,0.088538258,0.161231347,3.79978872521124e-104,1.53306729548246e-12,2.16979823613601e-152,0.422044087,5.1689740127912e-33,1.1096388028368e-12,1.48398675853398e-12,0.9911396,5.91678007453468e-05,2.50787916838819e-05,6.65936489292847e-15,0.634868677,0.935339444,8.61047920796037e-16,0.945059716,7.90887300474542e-38,1.24411604196484e-08,1.12598256785303e-10,0.998262978,2.00668770267978e-05,0.353117471,0.545479079,2.0432048215917e-36
NEAT1chk15,NEAT1chk15_14000_15000,QKI;ELAVL1;U2AF2;TIA1;KHSRP,0;0;7.0811005401422e-224;1;0,0;0;5.66488043211376e-224;1;0,0.8,217.7165;140.9997;127.7074;109.8246;94.2579,6.6941;4.6876;4.34;3.8723;3.4652,170870,5159,477,1,1,1,1,1,1,1,1,1,1,1,9.45988346403479e-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,5.76810254969542e-146,1,1,1,1,1,1,1,1,1,1,6.16272822677507e-26,1,1,1,1,0,1,0,1,1,1,1.54076335293463e-10,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.16832704350441e-78,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5.66488043211376e-224,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk16,NEAT1chk16_15000_16600,KHSRP;TIA1;HNRNPL;HNRNPC;NONO,0;1;0;0;1,0;1;0;0;1,0.6,424.7986;305.8014;167.16;132.0863;130.2821,9.6385;7.2187;4.3993;3.6861;3.6494,169718,5430,482,1,1,1,1,1,1,1,1,1,1,1,0.008302846,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.58230051710381e-210,1,1,1,1,1,1,1,1,1,1,7.53243562089614e-42,1,1,1,1,0,1,0,1,1,1,3.92913871081889e-32,1,1,0,0,1,1,0.999639054,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.84456471877942e-136,1,0,1,1,0.000239269,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.26193449316061e-300,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
NEAT1chk17,NEAT1chk17_16600_17624,HNRNPM;HNRNPA1;HNRNPU;DDX42;TAF15,1.31034299267007e-13;2.93444424609158e-223;1.18698266503493e-16;1;0.00049077625,7.86205795602041e-14;5.86888849218317e-224;4.74793066013971e-17;1;0.000392621,0.8,414.7809;215.5875;110.5126;87.8741;76.3272,13.4539;7.4731;4.3182;3.6384;3.2917,65229,4838,1298,1,1,1,1,1,1,1,1,1,1,1,8.39385955332208e-08,1,1,1,1,0.997721654,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0.991195261,3.84641706956384e-220,0.683438403,1,1.91900606922662e-70,5.86888849218317e-224,0.000104747,1,1,7.86205795602041e-14,1,4.74793066013971e-17,0.953473607,1,0.536516735,4.37788956117351e-308,0,1,1,8.70383035453192e-34,1,1,1,1,1,1,1,1,1,1,1,0.420128292,0.999979877,1,1,1,1,1,1,1,5.52511398960205e-05,1,1.10056905209537e-16,1,1,1.35200551458269e-19,1,1,1,1,1,1,3.51219133409787e-11,6.67318909890809e-17,1,1,1,0.452418657,1,1,1,1,0.999998846,1,1,1,1,1,0.000392621,1,1,1,1,1,0.999950709,7.93177019541953e-62,0.999999845,1,1,1,1,1,1,1,1,1,1,1,1,0.978606428,1,1
NEAT1chk18,NEAT1chk18_17624_18648,HNRNPA1;HNRNPU;DDX42;HNRNPUL1;TAF15,0.9190837625;0.9190837625;0.000411256417479196;0.999997578;0.0308429775,0.73526701;0.728259422;8.22512834958393e-05;0.999997578;0.012337191,0.4,358.974;172.671;118.4438;89.0551;81.3072,12.1192;6.3485;4.6688;3.7585;3.5185,27365,4725,302,0.014938759,0.586502828,0.775923423,1,0.999934181,0.967337249,0.962754333,2.58962122671648e-07,0.733011224,1,0.304762189,0.999999945,0.803277192,0.037306587,0.088562319,0.462039903,0.008071764,7.51327939490442e-10,8.22512834958393e-05,0.027824868,6.3125452978931e-10,0.023179472,0.999999996,0.999980829,0.739558371,1,0.864902865,0.274535899,0.000260155,0.99915936,0.070988177,4.10539075887441e-10,6.73570421816826e-06,0.005332631,1,1.55844013390374e-05,2.62320509048829e-05,1,0.999927179,0.006261468,2.21210732751652e-07,0.11079417,4.07325499009197e-28,3.09415391811451e-05,0.000536497,2.16723847385115e-07,0.993232245,0.837299888,1,0.186419451,8.92932678415583e-15,7.07694841539339e-14,0.73526701,1,1,1,0.994121029,0.999997578,0.728259422,0.99999957,0.98984831,3.03672303310259e-199,1,1,0.999994443,0.068097165,0.19536328,0.962519097,1,0.999999946,0.104180794,1,0.579976072,0.972292307,0.96295234,0.772609822,0.999998803,1,0.927175695,0.000340595,0.997808128,0.99999985,0.882328838,1,1,1,0.014540635,1,0.995717714,1,0.999999701,1,1,1,7.83298509981101e-05,0.501724499,0.001532355,1.3852918300061e-09,0.999852188,1,1,0.99674241,0.968735588,0.987495171,0.999770442,1,0.774615251,2.30694183897551e-24,0.979642885,0.999968714,4.41601768010007e-08,0.796435312,0.004856313,3.40849038888901e-17,0.246194214,0.012337191,5.82756298484207e-06,0.989971545,1,0.096874506,1,1,1,0.048669644,0.99395619,0.136589041,1,0.971909336,0.435449797,0.324165249,0.99911096,0.076282334,0.99806516,0.998554443,0.002038682,0.000240656,0.38981695,0.008601172,0.875040613
NEAT1chk19,NEAT1chk19_18648_19672,HNRNPC;HNRNPA1;GPKOW;DDX42;XRCC6,0;0.6885776025;6.84011113545012e-64;1;2.33170608008748e-39,0;0.550862082;2.73604445418005e-64;1;1.39902364805249e-39,0.6,295.8776;104.5842;84.4119;81.0347;76.1316,6.6808;3.008;2.6207;2.5559;2.4617,60705,4911,637,1,1,1,4.15509910318764e-205,1,1,1,1,1,1,1,0.857765189,1,1,1,1,0.000327763,1.02534913683122e-05,1,1,0.999999934,1,0.384555121,1,1,1,1,0.237168625,1,1,0.450567017,1,1,0.999999997,0,1,1,0,1,1,0.240189008,2.10063757878051e-26,1,0.656721306,1,0.979400559,1,0.001068412,2.73604445418005e-64,0.999890249,1,1,0.550862082,0,1,1,0,1,1,0.99996426,1,3.56421287422687e-06,1,0,1,1,0.423830379,1,0,1,1,1,0.027265448,1,1,1,1,0.992998629,0.006639748,0.397762614,1,1,1,1,1,0.367265537,0.999998908,1.59628887237995e-09,0.001308439,0.168904547,3.46539678375323e-06,1,0.222905544,1,0.960579645,1,1,1,1,1,1,0.999882166,1,1,0.007682316,1,0.669729101,1,1,1.92508908033876e-17,0.905225139,1,1,0.999999964,0.999998431,1,1.39665754114773e-05,0.999785564,1.87534220182691e-18,1,1.11387010603709e-67,6.09269249600899e-41,1.69930044955087e-66,1,1,1,1,1,1,0.093698826,1.39902364805249e-39,1,1,1,1,1,0.559651931,0.999987164,0.001811115
NEAT1chk20,NEAT1chk20_19672_20696,NONO;TIA1;HNRNPUL1;EWSR1;CSTF2T,3.49618395884984e-147;5.6401429731254e-80;0.005773071;1.47635676410585e-32;7.14037600360095e-11,6.99236791769969e-148;2.25605718925016e-80;0.005773071;8.85814058463508e-33;5.71230080288076e-11,1,837.1989;516.6486;290.2351;230.8862;176.735,32.2241;20.2689;11.8246;9.6111;7.5915,26585,4392,381,0.998271073,8.60353517702611e-09,0.997766677,5.91114269367746e-125,0.999952173,0.225654018,0.976910919,0.149232694,0.769081654,1,0.978129099,0.99998064,0.685226471,5.71230080288076e-11,9.42947592986224e-09,0.003655819,0.000667092,0.00258045,0.000270686,0.971977741,4.22999274904031e-17,5.99286429910071e-05,1.09426663324982e-37,0.999839354,0.724734327,1.6187291671989e-13,0.000559159,7.70830691804128e-09,0.621668742,0.999999239,0.693109557,0.997698357,3.42598783321828e-11,2.55153356529301e-72,0,8.85814058463508e-33,0.937783285,0,0.722797158,0.999976609,2.37302175412842e-07,0.000109705,0.017909506,1.08739377119298e-05,0.301986452,0.002340488,0.006798144,0.845312772,0.982987764,0.999880833,0.000375857,1,1,7.02357194302907e-114,0.999791788,1,0,0.005773071,1,0.800117787,0.897734727,8.63343853954106e-40,1,6.10151509406716e-147,1,0.832583308,0.720194272,0.144749312,4.78006138415601e-284,1,0.868928849,1,1.63823892511883e-23,0.528020109,0.038435565,1,0.87024932,6.99236791769969e-148,0.823297922,0.315964132,0.999999988,0.999792024,7.53818311056854e-06,1,0.993354042,3.20691608786939e-27,0.985720857,0.003946658,6.79152765717983e-08,0.99998668,7.31743011677861e-30,1,0.999993716,1,5.15678769187376e-09,0.871901378,0.988867022,0.011197939,1,1,1,0.719378074,0.999999994,0.999924581,0.972628111,1,0.344573393,0.974977543,1.44419209028952e-06,3.1108639710796e-09,0.003031008,0.994492575,0.99559992,0.352185518,0.930548837,1,1.67170208465294e-93,3.21638744780765e-08,2.25605718925016e-80,0.999678398,3.4850290332863e-32,5.92633335435234e-09,0.148830323,0.998887636,0.999890108,0.877877014,0.346519948,0.999999048,0.999999985,1.68376510964512e-21,8.57752887292137e-05,0.011476703,0.99998275,0.563514696,1,0.988541744,0.9947566,0.996913379,3.86246472038264e-26
NEAT1chk21,NEAT1chk21_20696_21720,EIF4G2;ELAC2;CSTF2T;NONO;IGF2BP1,0;0;0;0;1.92460786853034e-17,0;0;0;0;1.92460786853034e-17,1,3421.2267;2138.5286;1383.3751;1185.3508;1054.8804,100.6795;63.3073;41.3055;35.5359;31.7346,37009,4966,515,1.73614290540036e-257,0,0,0,4.88235889321695e-34,0,0,0,2.99336303149401e-194,0,0,0.230912924,1.22584571517014e-144,0,0,0,3.2296902312454e-269,1.49541569631368e-55,0,0,0,0,0,0,0,0,0,0,0,0,1.89203696292976e-133,0,0,0,1,0,1.79109397566181e-191,7.88336371847484e-126,0,1.45947238741188e-151,0,4.00770008116652e-281,0,0,0,8.0399198160866e-168,0,1.56533104224476e-56,1.02827446068494e-19,1.49256281939371e-90,0,1,1.14769286927482e-232,1,0,1,0,0,0,1.92460786853034e-17,0,1.14581162604266e-158,1,1,8.79779804191762e-41,0,7.24385119172933e-38,0,2.98400181798503e-34,0,0,1.1500145447576e-12,0,0,0,8.70838613548033e-167,0,0,1.22660547519381e-32,2.43996695175241e-06,1.74932347197309e-185,0,0,2.7057583348622e-13,0,7.64678351760231e-239,4.95889395535362e-177,2.32675790954658e-05,1.01290708419369e-186,1,0,4.1070520861521e-259,3.1623719988163e-79,0.999416933,0,8.15953650146434e-207,5.69174002753375e-164,0,1.69224332205057e-50,1,1,5.66810258438959e-70,1.6805988279189e-242,7.77278531022652e-77,2.61064247659367e-227,0,2.09965854816714e-91,0,0,2.85019419238033e-72,0,1.54535904745713e-155,0,5.49419276505702e-26,2.55577106447251e-104,0,0,0,0,2.06665062518823e-191,9.66053455926985e-270,3.42720074313402e-222,5.54422125097381e-38,2.07976810374508e-113,2.4624513155665e-217,0,0,2.65397052552644e-120,7.30956044161063e-160,0,2.58552153169403e-269,0,2.71139274440832e-228,0,1.36221149648805e-176,0,4.01050287370972e-105,6.42567369072077e-122,0
NEAT1chk22,NEAT1chk22_21720_22744,EIF4G2;CSTF2T;NONO;EWSR1;TIA1,0;0;0;0;0,0;0;0;0;0,1,1361.2964;1153.2625;682.3948;677.5129;658.7482,40.5357;34.4938;20.8186;20.6768;20.1318,37704,5657,436,0,0,0,0,1.45074433131481e-111,0,0,0,0,0,0,4.93831630061911e-09,0,0,0,0,8.10595476529881e-306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.44470305370201e-31,0,0,0,0,0,0,0,8.08510910330361e-301,0,2.33312342057301e-83,9.91005294922428e-50,3.29989528756688e-252,0,1,0,1,0,1,0,0,0,1.11443314729841e-05,0,2.6451361818782e-55,1,1,4.63719724704415e-172,0,1.56967385044819e-56,0,1,0,0,2.02864412845323e-116,0,0,0,0,0,0,9.52551023360303e-51,2.02521409250595e-12,1.24575797228379e-293,0,0,4.13595470628236e-80,0,1.60358840218992e-226,0,0.304889085,1.81126661261401e-252,1,0,0,3.96824071626811e-128,1.91476717639991e-57,0,0,0,0,0,5.04901399611139e-39,0.902496337,2.10363791089992e-170,0,1.56332024408339e-174,0,0,3.05588669546805e-126,0,0,1.94590133320467e-51,0,0,0,6.96807043540833e-73,1.03187388605932e-144,0,0,0,0,0,1.29047637248647e-234,0,2.61955970646588e-62,6.80544938021754e-237,1.65319097625611e-233,0,0,1.06651550022634e-241,2.3833702319077e-304,0,0,0,0,0,0,0,8.62697013155272e-257,5.85361444437485e-282,0
MALAT1chk1,MALAT1chk1_0_923,TRA2A;HLTF;RBM15;KHDRBS1;BUD13,0.68194665;2.26022993912699e-176;0.999999967;0;0.999999967,0.40916799;9.04091975650798e-177;0.999998696;0;0.999999967,0.4,57206.1949;40553.7397;15069.5198;12772.9501;11897.523,49.3284;35.2602;13.7309;11.7907;11.0512,39992,3698,261,0.176360819,1,1,1,0.074361186,1,1,1,1,1,0.999999967,4.42831315974448e-37,0.57745753,1,1,1,0.990541415,1,1,1,1,1,1,1,1,1,1,1,1,1,0.999987777,1,1,1,1,1,0.997877496,1,1,2.21120070039559e-19,1,0.999999863,1,1,1,1,1,0.999999963,3.60546255579243e-66,0.798015665,1,9.04091975650798e-177,7.7981953864188e-31,1,1,1,1,0.01717196,1,0.990105264,1,1,0,1.32536660023197e-82,3.04876938541913e-113,1,0.996633463,1,1,0.020151147,1,5.47432779728384e-158,1,1,1,3.56764421968751e-12,1,1,0.861934356,0.990062023,1,1,1,0.000249814,1,1,0.999518013,0.992154161,1,3.51872074144029e-21,1,0.999998696,0.99976235,3.3971097186299e-193,1,1,1,1,2.63998994606893e-09,0,1.00293605755792e-08,1,1,1,8.27473936381268e-05,0.999999997,0.999999913,1,1,1,1,0.9346586,1,1,0.801734267,8.5829399519343e-06,1,1,1,0.40916799,1,1,1,0.00106428,1,1,1,0.196990722,0.014495928,1,1,1,1,1,1.28110990109024e-31,0.999921067,0.869925651,0.854741434,1
MALAT1chk2,MALAT1chk2_923_1846,TRA2A;HLTF;RBM15;PPIL4;DDX43,3.28499961380905e-07;2.49421393163081e-289;0.989371263;1.74156602531545e-41;0.03125854,1.97099976828543e-07;4.98842786326163e-290;0.989371263;6.96626410126179e-42;0.025006832,0.8,81311.5289;73003.2199;38352.7046;29818.2262;28485.3256,52.2429;47.007;25.1701;19.7916;18.9516,68000,4708,314,3.51647915333574e-26,1,1,0.966964537,0.013729896,1,0.99906427,1,1,0.999999028,1.20768065541126e-07,2.29298017072135e-78,3.43612754219609e-13,1,1,1,2.90443203282188e-13,0.999999155,1,0.025006832,1,1,1,1,0.997167357,1,1,0.979502767,1,3.34685701510067e-13,0.08768386,1,1,1,0.913518245,1,1.29758670721941e-06,0.973506516,1,5.57786734173134e-56,1,1.01512233372233e-23,1,1,1,1,1,0.048264457,1.22859525949729e-297,1.56247682748423e-26,1,4.98842786326163e-290,0,1,1,1,1,1.03694912902978e-52,6.21117393559995e-36,0.036291896,1,1,0,0,1.05955386354586e-141,1,4.29911446240298e-21,1,1,1,1,1.35287881730145e-185,0.525278957,0.999999541,1,5.10100122620158e-08,1,1,1.33426225247578e-09,0.486193763,1,1,1,6.96626410126179e-42,1,1,0.031900715,1.0197590073419e-05,1,1.56027297769081e-09,0.999991647,0.989371263,5.11814923440456e-13,3.49440468981746e-94,1,1,1,1,0.999990666,0,4.98534651648144e-86,1,1,1,8.16434816230415e-39,0.000581776,0.999776817,1,1,0.99999984,1,5.45625173163822e-10,1,1,3.26506012792684e-09,1.4320861814393e-186,1,0.101299738,1,1.97099976828543e-07,1,1,0.413877354,1.43027192345097e-56,0.999989879,1,1,8.0227485140625e-07,1.23946324437729e-13,1,0.03645458,1,1,1,3.58113757306984e-76,0.15254749,1.08587882964769e-27,2.70828623142088e-09,1
MALAT1chk3,MALAT1chk3_1846_2769,PPIL4;SAFB;U2AF1;U2AF2;XRCC6,1;8.31937366976985e-91;1;1.07083000226523e-264;1,1;3.32774946790794e-91;1;2.14166000453047e-265;1,0.4,36219.5482;13304.8448;10912.3564;10623.6977;8091.2298,21.9865;8.7091;7.3229;7.1556;5.6883,133433,5060,673,1,1,1,1,1,1,1,1,1,1,1,1.30337037405987e-61,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,7.40791096523299e-139,2.69570880873574e-68,1.49587764901013e-193,1,9.31017545093477e-294,1,1,1,7.00311039253765e-33,1,1,0,0,1,1,1.09660638994188e-19,1,9.7135573028752e-35,1,1,1,1,1,1,1,1,1,0.999999987,1,1,1,1,1,1,1,1,4.97196434911287e-103,1,0,1,1,4.72588345477645e-14,1,1,1,1,1,1,3.06127417848608e-16,3.32774946790794e-91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.14166000453047e-265,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALAT1chk4,MALAT1chk4_2769_3692,PPIL4;SAFB;GPKOW;U2AF2;KHSRP,1;3.59501292730593e-161;6.89322009794962e-182;1.67507386518596e-82;0,1;2.15700775638356e-161;2.75728803917985e-182;1.34005909214877e-82;0,0.8,21180.3769;7825.2171;7137.6641;6850.524;6512.8387,15.3099;6.2869;5.8224;5.6284;5.4002,155989,5267,605,1,1,1,1,1,1,1,1,1,1,1,9.49470870292988e-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2.75728803917985e-182,1,1,1.53535083404117e-84,0.99966308,5.81324816381514e-93,1,0,1,1,1,8.56020567595503e-06,1,1,0,0,1,1,0.970484177,1,1.06021555385832e-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3.5128303688392e-80,1,0,1,1,0.999998633,1,1,1,1,1,1,6.54872619546315e-62,2.15700775638356e-161,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.34005909214877e-82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALAT1chk5,MALAT1chk5_3692_4615,PPIL4;SAFB;HLTF;KHSRP;METTL1,1;1.60117149451454e-96;4.3156191558593e-160;0;1.0517035070617e-15,1;9.60702896708727e-97;1.72624766234372e-160;0;8.41362805649358e-16,0.8,23281.9688;8274.3046;8216.9351;6294.6317;5809.476,26.0468;9.9015;9.8398;7.7718;7.2499,151712,5012,522,1,1,1,1,1,1,1,1,1,1,1,2.80483053353413e-33,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0.385783703,1,1,1,1,1,1,1,1,1,1,8.54523318121378e-46,1,1,1.72624766234372e-160,1,1,1,0,1,1,1,0.001399261,1,1,0,0,1,1,1,1,1,1,1,8.41362805649358e-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8.14079387339822e-23,1,0,1,1,1,2.56140949114377e-60,1,1,1,1,1,9.92310089380117e-78,9.60702896708727e-97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.9075256339378e-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALAT1chk6,MALAT1chk6_4615_5538,CSTF2T;PPIL4;U2AF2;U2AF1;METAP2,1;1;1.48117561452228e-167;1;1,1;1;2.96235122904457e-168;1;1,0.2,42889.9989;12104.215;12072.0691;9196.5581;8320.3485,31.7809;9.6868;9.6638;7.6001;6.9713,154322,5275,577,1,1,1,1,1,1,1,1,1,1,1,8.54368824884004e-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2.18240094911853e-182,1,1,1.03989472448905e-19,0.997831198,6.88655673920459e-302,1,0,1,1,1,0.514550884,1,1,0,0,1,1,0.998741305,1,5.8424102055466e-186,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9.44319804616726e-64,1,0,1,1,0.862137386,1,1,1,1,1,1,0.999999999,1.20306703253909e-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.96235122904457e-168,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
MALAT1chk7,MALAT1chk7_5538_6461,U2AF2;U2AF1;TIA1;ZRANB2;KHSRP,4.54032417658857e-48;1;1;1;0,1.81612967063543e-48;0.999433456;1;1;0,0.4,54754.3131;41035.3653;23805.1634;21170.7501;14571.3065,37.7602;28.5498;16.982;15.2133;10.7827,59019,4091,448,0.807156486,1,1,1,0.991537365,1,1,1,1,1,0.659062408,1.04432229130197e-33,0.998615314,1,1,1,1.23664275525649e-05,1,1,1,1,1,1,1,1,1,1,1,1,0.958483391,1,1,1,1,1.87688203517596e-114,1,0.999999992,1,1,0.00035813,1,0.996553555,1,1,1,1,1,0.998905425,5.18584978558767e-222,0.000635053,1,3.2933666838179e-112,6.7504226227964e-107,1,1,0.000110051,1,0.008247482,0.999878445,2.79827715333021e-27,1,1,0,0,1.96945533534014e-39,1,1.62098752731506e-09,1,1,1,1,1.02656683946533e-54,1,1,1,0.99787431,1,1,0.466827242,0.998275987,1,1,1,4.40093270763302e-10,1,1,0.96072187,3.07020946302992e-21,1,1.60619805567548e-29,1,1,2.05047666603945e-33,2.00291808719785e-29,1,1,1,1,1,1.09632601472555e-150,2.21696300080987e-67,1,1,1,1.99978162590954e-17,0.288287832,1,1,1,0.999955378,1,0.999666257,1,1,0.652268618,1.63034056693029e-14,1,1,1,1,1,0.999433456,1.81612967063543e-48,4.71447332904479e-10,0.999999871,1,1,0.999545672,0.997749802,1,1,1,1,1,1.40372800075338e-17,1,7.53449920896887e-08,0.946425871,1
MALAT1chk8,MALAT1chk8_6461_7384,QKI;HNRNPU;HNRNPA1;SRSF7;DDX42,1.65245528077813e-117;1;1;1;1,3.30491056155627e-118;1;1;0.999999999;1,0.2,5143.1624;4641.8616;4508.2616;3293.5601;2887.0045,8.7468;7.9917;7.7905;5.9609;5.3485,30413,3819,296,1,1,1,5.09922091109018e-40,0.999999998,1,1,1,0.999994945,1,0.999995246,7.92482650203552e-09,0.999999895,1,1,1,0.052553996,0.434974224,1,1,1,1,1,1,1,1,1,1,1,1,0.999996467,1,1,1,0,1,1,1.9650772491716e-212,0.999998774,0.999999999,0.999999949,0.997445569,1,0.999999999,1,0.999999785,1,0.704066027,1.55803032110338e-21,0.998807133,1,0.936819769,1,1.01932268818607e-88,1,0.793849943,1.51061660828536e-32,1,1,0.000142909,1,1,0.120831622,0,0.999999996,1,0.268269526,1,3.86956420612165e-298,1,1,1,0.993105208,1,1,1,1,1,0.43774785,0.89525895,0.999999997,1,1,1,0.99999983,3.00733964997176e-53,0.999994942,4.68384923456086e-25,0.35845463,3.30491056155627e-118,0.798290806,1,0.000240523,1,1,1,0.999995316,1,1,1,1,0.9999984,1,1,0.994866997,0.999999996,0.999275121,1,1,0.001020905,1,0.999999999,1,1,0.999962955,1,1,0.999999523,5.16213136977534e-23,1,0.011786296,1.17201645563894e-29,5.9358648672796e-109,0.995508072,0.999974768,1,1,1,1,1,0.999545659,1,0.999999982,1,0.999908134,1,0.557619135,1,0.002804361
