"seqName","NEAT1chk1_tuc0.05","NEAT1chk1116_tuc0.05","NEAT1chk22_tuc0.05","NEAT1chk910_tuc0.05","gene_type"
"ACBD3_chr1_226144679_226186741_-_ENSG00000182827.9_ENSG00000182827.9.unspliced",1134,30664,1210,22783,"protein_coding"
"ACBD6_chr1_180269653_180502954_-_ENSG00000230124.8_ENSG00000230124.8.unspliced",2602,191104,4030,169382,"protein_coding"
"ACCS_chr11_44065925_44084237_+_ENSG00000110455.14_ENSG00000110455.14.unspliced",889,9552,4715,3393,"protein_coding"
"ACIN1_chr14_23058564_23095614_-_ENSG00000100813.15_ENSG00000100813.15.unspliced",1610,20306,1493,13413,"protein_coding"
"ACO2_chr22_41447830_41529273_+_ENSG00000100412.17_ENSG00000100412.17.unspliced",6388,28082,14255,13995,"protein_coding"
"ACP2_chr11_47239302_47248906_-_ENSG00000134575.13_ENSG00000134575.13.unspliced",1093,1768,1529,730,"protein_coding"
"ACSL3_chr2_222860942_222944639_+_ENSG00000123983.15_ENSG00000123983.15.unspliced",3261,70773,2421,59033,"protein_coding"
"ACSL4_chrX_109624244_109733403_-_ENSG00000068366.21_ENSG00000068366.21.unspliced",2556,92717,2969,76665,"protein_coding"
"ACTB_chr7_5526409_5563902_-_ENSG00000075624.17_ENSG00000075624.17.unspliced",9317,3480,15950,1110,"protein_coding"
"ACTN4_chr19_38647649_38731589_+_ENSG00000130402.14_ENSG00000130402.14.unspliced",10886,21542,30175,6130,"protein_coding"
"ACTR2_chr2_65227788_65271253_+_ENSG00000138071.15_ENSG00000138071.15.unspliced",822,33318,1302,27402,"protein_coding"
"ACTR3B_chr7_152759749_152855378_+_ENSG00000133627.18_ENSG00000133627.18.unspliced",5215,69564,8279,51525,"protein_coding"
"ACTR5_chr20_38748460_38772520_+_ENSG00000101442.10_ENSG00000101442.10.unspliced",1367,13716,2554,8248,"protein_coding"
"ACTR6_chr12_100199122_100241865_+_ENSG00000075089.10_ENSG00000075089.10.unspliced",1106,30643,789,22220,"protein_coding"
"ACVR2B_chr3_38453890_38493142_+_ENSG00000114739.14_ENSG00000114739.14.unspliced",4489,23963,12134,13046,"protein_coding"
"ACYP1_chr14_75053237_75069483_-_ENSG00000119640.9_ENSG00000119640.9.unspliced",742,13532,549,10529,"protein_coding"
"ADAM10_chr15_58588809_58749791_-_ENSG00000137845.15_ENSG00000137845.15.unspliced",2986,139369,2699,117887,"protein_coding"
"ADAM15_chr1_155050566_155062775_+_ENSG00000143537.14_ENSG00000143537.14.unspliced",3775,2692,7814,311,"protein_coding"
"ADAM17_chr2_9488486_9556732_-_ENSG00000151694.15_ENSG00000151694.15.unspliced",1775,51886,2197,38736,"protein_coding"
"ADAMTS14_chr10_70672506_70762441_+_ENSG00000138316.11_ENSG00000138316.11.unspliced",11938,24363,36320,9472,"protein_coding"
"ADAMTS3_chr4_72280969_72569221_-_ENSG00000156140.11_ENSG00000156140.11.unspliced",1190,254543,1648,226584,"protein_coding"
"ADCY7_chr16_50246137_50318135_+_ENSG00000121281.13_ENSG00000121281.13.unspliced",17187,18180,38074,6898,"protein_coding"
"ADGRE5_chr19_14380501_14408725_+_ENSG00000123146.20_ENSG00000123146.20.unspliced",3334,2439,8915,609,"protein_coding"
"ADGRV1_chr5_90529344_91164437_+_ENSG00000164199.18_ENSG00000164199.18.unspliced",5016,544785,10687,475491,"protein_coding"
"ADIPOR1_chr1_202940826_202958572_-_ENSG00000159346.13_ENSG00000159346.13.unspliced",1439,12967,1456,9905,"protein_coding"
"ADK_chr10_74151202_74709963_+_ENSG00000156110.15_ENSG00000156110.15.unspliced",2572,469320,4912,397626,"protein_coding"
"ADNP2_chr18_80109262_80147523_+_ENSG00000101544.9_ENSG00000101544.9.unspliced",1210,32178,1434,26295,"protein_coding"
"ADPGK_chr15_72751294_72785846_-_ENSG00000159322.18_ENSG00000159322.18.unspliced",1513,21800,1129,16007,"protein_coding"
"ADSS2_chr1_244408494_244451909_-_ENSG00000035687.10_ENSG00000035687.10.unspliced",894,39291,1322,31943,"protein_coding"
"AEN_chr15_88621337_88632281_+_ENSG00000181026.15_ENSG00000181026.15.unspliced",1907,2342,3064,1943,"protein_coding"
"AFAP1-AS1_chr4_7754077_7778928_+_ENSG00000272620.2_ENSG00000272620.2.unspliced",2497,2162,9028,1186,"lncRNA"
"AFDN_chr6_167826893_167972023_+_ENSG00000130396.22_ENSG00000130396.22.unspliced",1011,127828,4931,106175,"protein_coding"
"AFF1_chr4_86935002_87141039_+_ENSG00000172493.23_ENSG00000172493.23.unspliced",4051,160965,5522,119322,"protein_coding"
"AFF4_chr5_132875395_132963634_-_ENSG00000072364.13_ENSG00000072364.13.unspliced",1006,69233,1548,52976,"protein_coding"
"AFG2B_chr15_45402336_45421415_+_ENSG00000171763.20_ENSG00000171763.20.unspliced",1170,13253,1238,11173,"protein_coding"
"AFG3L1P_chr16_89972581_90002161_+_ENSG00000293510.2_ENSG00000293510.2.unspliced",3296,9140,6082,5159,"lncRNA"
"AFG3L2_chr18_12328944_12377227_-_ENSG00000141385.12_ENSG00000141385.12.unspliced",1707,32396,4333,21432,"protein_coding"
"AGAP3_chr7_151085831_151144436_+_ENSG00000133612.20_ENSG00000133612.20.unspliced",19075,7145,32396,2455,"protein_coding"
"AGFG1_chr2_227472152_227561217_+_ENSG00000173744.18_ENSG00000173744.18.unspliced",1046,83256,1710,73477,"protein_coding"
"AGK_chr7_141551278_141655244_+_ENSG00000006530.18_ENSG00000006530.18.unspliced",763,82810,2414,67019,"protein_coding"
"AGO2_chr8_140520156_140635633_-_ENSG00000123908.12_ENSG00000123908.12.unspliced",16119,44451,36054,21535,"protein_coding"
"AGO3_chr1_35930718_36072500_+_ENSG00000126070.20_ENSG00000126070.20.unspliced",1441,110559,1143,87659,"protein_coding"
"AGPAT1_chr6_32168212_32178096_-_ENSG00000204310.13_ENSG00000204310.13.unspliced",965,3502,1756,1991,"protein_coding"
"AGPAT3_chr21_43865223_43987592_+_ENSG00000160216.21_ENSG00000160216.21.unspliced",19098,46314,41697,22705,"protein_coding"
"AGPAT5_chr8_6708642_6761503_+_ENSG00000155189.12_ENSG00000155189.12.unspliced",551,49848,817,41771,"protein_coding"
"AGPS_chr2_177392746_177567024_+_ENSG00000018510.18_ENSG00000018510.18.unspliced",1803,155290,3396,132860,"protein_coding"
"AGTRAP_chr1_11736084_11754802_+_ENSG00000177674.16_ENSG00000177674.16.unspliced",3995,3395,7167,1582,"protein_coding"
"AHCTF1_chr1_246839098_246931948_-_ENSG00000153207.16_ENSG00000153207.16.unspliced",1667,81349,1387,67715,"protein_coding"
"AHCY_chr20_34280268_34311802_-_ENSG00000101444.13_ENSG00000101444.13.unspliced",3765,7080,5693,3298,"protein_coding"
"AHSA1_chr14_77457870_77469472_+_ENSG00000100591.8_ENSG00000100591.8.unspliced",1370,6719,907,4377,"protein_coding"
"AHSA2P_chr2_61177539_61186786_+_ENSG00000173209.24_ENSG00000173209.24.unspliced",884,5911,1736,3071,"transcribed_unitary_pseudogene"
"AIG1_chr6_143060496_143341058_+_ENSG00000146416.19_ENSG00000146416.19.unspliced",2398,215556,4684,180774,"protein_coding"
"AKAP10_chr17_19904302_19978343_-_ENSG00000108599.15_ENSG00000108599.15.unspliced",2208,52170,1628,39994,"protein_coding"
"AKAP1_chr17_57085092_57121346_+_ENSG00000121057.13_ENSG00000121057.13.unspliced",3606,18102,7319,8267,"protein_coding"
"AKAP8L_chr19_15380050_15419141_-_ENSG00000011243.19_ENSG00000011243.19.unspliced",3717,15584,7213,10553,"protein_coding"
"AKAP8_chr19_15353385_15379815_-_ENSG00000105127.10_ENSG00000105127.10.unspliced",7868,5116,10962,3101,"protein_coding"
"AKIP1_chr11_8911139_8920084_+_ENSG00000166452.12_ENSG00000166452.12.unspliced",648,4635,1131,2513,"protein_coding"
"AKIRIN1_chr1_38991276_39006059_+_ENSG00000174574.16_ENSG00000174574.16.unspliced",1036,10617,907,7082,"protein_coding"
"AKR1A1_chr1_45550543_45570049_+_ENSG00000117448.14_ENSG00000117448.14.unspliced",1097,7285,1708,2075,"protein_coding"
"AKR7A2_chr1_19301991_19312144_-_ENSG00000053371.14_ENSG00000053371.14.unspliced",807,2452,2918,567,"protein_coding"
"AKT2_chr19_40230317_40285536_-_ENSG00000105221.18_ENSG00000105221.18.unspliced",10976,19115,24019,6163,"protein_coding"
"ALDH16A1_chr19_49453225_49471050_+_ENSG00000161618.10_ENSG00000161618.10.unspliced",4816,1121,7451,641,"protein_coding"
"ALDH1B1_chr9_38392702_38398661_+_ENSG00000137124.8_ENSG00000137124.8.unspliced",792,2331,2156,1496,"protein_coding"
"ALDH4A1_chr1_18871430_18902724_-_ENSG00000159423.17_ENSG00000159423.17.unspliced",5331,2730,14970,844,"protein_coding"
"ALG3_chr3_184242301_184249548_-_ENSG00000214160.10_ENSG00000214160.10.unspliced",235,2512,1074,700,"protein_coding"
"ALKBH5_chr17_18183078_18209954_+_ENSG00000091542.9_ENSG00000091542.9.unspliced",3727,8687,4766,3397,"protein_coding"
"AMDHD2_chr16_2520357_2531422_+_ENSG00000162066.16_ENSG00000162066.16.unspliced",4283,3046,5895,243,"protein_coding"
"AMFR_chr16_56361452_56425545_-_ENSG00000159461.15_ENSG00000159461.15.unspliced",936,49841,4982,37786,"protein_coding"
"AMMECR1L_chr2_127861630_127885967_-_ENSG00000144233.12_ENSG00000144233.12.unspliced",969,14839,1666,9093,"protein_coding"
"AMOTL1_chr11_94706431_94876748_+_ENSG00000166025.18_ENST00000317829.12",512,3893,579,2819,"protein_coding"
"ANAPC4_chr4_25377263_25418498_+_ENSG00000053900.11_ENSG00000053900.11.unspliced",782,34753,1629,30629,"protein_coding"
"ANAPC5_chr12_121308245_121399896_-_ENSG00000089053.13_ENSG00000089053.13.unspliced",1437,54072,3164,32769,"protein_coding"
"ANAPC7_chr12_110372900_110403730_-_ENSG00000196510.14_ENSG00000196510.14.unspliced",1751,18262,1375,10195,"protein_coding"
"ANK1_chr8_41653220_41896741_-_ENSG00000029534.22_ENSG00000029534.22.unspliced",22036,81180,50989,44471,"protein_coding"
"ANKLE2_chr12_132725503_132761832_-_ENSG00000176915.15_ENSG00000176915.15.unspliced",2799,11974,7140,6645,"protein_coding"
"ANKMY1_chr2_240479422_240569209_-_ENSG00000144504.16_ENSG00000144504.16.unspliced",14435,33220,26406,25079,"protein_coding"
"ANKMY2_chr7_16599779_16645817_-_ENSG00000106524.9_ENSG00000106524.9.unspliced",934,40353,1032,34470,"protein_coding"
"ANKRD11_chr16_89267619_89490561_-_ENSG00000167522.18_ENSG00000167522.18.unspliced",27095,99036,59535,49779,"protein_coding"
"ANKRD12_chr18_9136228_9285985_+_ENSG00000101745.17_ENSG00000101745.17.unspliced",1638,123803,3130,108326,"protein_coding"
"ANKRD13A_chr12_109999186_110039763_+_ENSG00000076513.17_ENSG00000076513.17.unspliced",1232,28967,1703,21654,"protein_coding"
"ANKRD13D_chr11_67289300_67302485_+_ENSG00000172932.16_ENSG00000172932.16.unspliced",3351,6390,5730,4805,"protein_coding"
"ANKRD17_chr4_73073376_73258798_-_ENSG00000132466.20_ENSG00000132466.20.unspliced",1975,167335,2552,144659,"protein_coding"
"ANKRD23_chr2_96824526_96857934_-_ENSG00000163126.15_ENSG00000163126.15.unspliced",4748,9577,9410,3774,"protein_coding"
"ANKRD27_chr19_32597006_32676597_-_ENSG00000105186.16_ENSG00000105186.16.unspliced",7802,33864,11439,16648,"protein_coding"
"ANKRD28_chr3_15667236_15859771_-_ENSG00000206560.12_ENSG00000206560.12.unspliced",2168,172388,1614,151056,"protein_coding"
"ANKRD36_chr2_97113153_97264521_+_ENSG00000135976.21_ENSG00000135976.21.unspliced",1052,132916,1800,124303,"protein_coding"
"ANKRD52_chr12_56237807_56258384_-_ENSG00000139645.11_ENSG00000139645.11.unspliced",1031,2697,7475,1177,"protein_coding"
"ANKRD9_chr14_102501767_102509799_-_ENSG00000156381.9_ENSG00000156381.9.unspliced",4186,1430,5038,582,"protein_coding"
"ANKS1A_chr6_34889255_35091406_+_ENSG00000064999.16_ENST00000360359.5",671,1700,2216,565,"protein_coding"
"ANKS3_chr16_4696510_4734378_-_ENSG00000168096.15_ENSG00000168096.15.unspliced",4655,15564,8358,8066,"protein_coding"
"ANKS6_chr9_98731329_98796965_-_ENSG00000165138.18_ENSG00000165138.18.unspliced",5643,29792,11308,21909,"protein_coding"
"ANKZF1_chr2_219229783_219236679_+_ENSG00000163516.14_ENSG00000163516.14.unspliced",346,3636,1806,2161,"protein_coding"
"ANP32A_chr15_68778535_68820897_-_ENSG00000140350.15_ENSG00000140350.15.unspliced",5592,18815,6589,8350,"protein_coding"
"ANP32B_chr9_97983341_98015943_+_ENSG00000136938.9_ENSG00000136938.9.unspliced",2318,24963,1413,18255,"protein_coding"
"ANXA11_chr10_80150889_80205572_-_ENSG00000122359.18_ENSG00000122359.18.unspliced",6337,20833,16909,8205,"protein_coding"
"ANXA2R_chr5_43039233_43043170_-_ENSG00000177721.5_ENSG00000177721.5.unspliced",576,2222,974,1969,"protein_coding"
"AP1B1_chr22_29327680_29388583_-_ENSG00000100280.17_ENSG00000100280.17.unspliced",5987,21025,16075,6782,"protein_coding"
"AP2B1_chr17_35578046_35726413_+_ENSG00000006125.18_ENSG00000006125.18.unspliced",2322,125549,1367,100543,"protein_coding"
"AP2M1_chr3_184174689_184184214_+_ENSG00000161203.14_ENSG00000161203.14.unspliced",1320,1943,3174,631,"protein_coding"
"AP2S1_chr19_46838136_46850846_-_ENSG00000042753.12_ENSG00000042753.12.unspliced",2906,1351,3250,829,"protein_coding"
"AP3D1_chr19_2100988_2164468_-_ENSG00000065000.20_ENSG00000065000.20.unspliced",16773,12977,28397,3661,"protein_coding"
"AP3M1_chr10_74120255_74150842_-_ENSG00000185009.13_ENSG00000185009.13.unspliced",825,21530,334,15317,"protein_coding"
"AP3M2_chr8_42152946_42171673_+_ENSG00000070718.13_ENSG00000070718.13.unspliced",525,12984,697,10336,"protein_coding"
"AP5Z1_chr7_4775615_4794397_+_ENSG00000242802.9_ENSG00000242802.9.unspliced",8688,2769,10709,965,"protein_coding"
"APBB3_chr5_140558268_140564781_-_ENSG00000113108.20_ENSG00000113108.20.unspliced",1416,3119,3416,606,"protein_coding"
"APEX1_chr14_20455191_20457772_+_ENSG00000100823.12_ENSG00000100823.12.unspliced",378,1159,207,1004,"protein_coding"
"APIP_chr11_34853094_34916379_-_ENSG00000149089.13_ENSG00000149089.13.unspliced",386,45701,939,35445,"protein_coding"
"APLP2_chr11_130068147_130144811_+_ENSG00000084234.18_ENSG00000084234.18.unspliced",4632,55198,7205,41209,"protein_coding"
"APOM_chr6_31652416_31658210_+_ENSG00000204444.11_ENSG00000204444.11.unspliced",284,1570,593,1154,"protein_coding"
"AQR_chr15_34851782_34969742_-_ENSG00000021776.11_ENSG00000021776.11.unspliced",932,103173,1376,86779,"protein_coding"
"ARAF_chrX_47561205_47571908_+_ENSG00000078061.14_ENSG00000078061.14.unspliced",1410,4416,4035,3156,"protein_coding"
"ARCN1_chr11_118572390_118603033_+_ENSG00000095139.15_ENSG00000095139.15.unspliced",881,23021,1147,16756,"protein_coding"
"ARF1_chr1_228082708_228099212_+_ENSG00000143761.17_ENSG00000143761.17.unspliced",3752,5865,6072,2684,"protein_coding"
"ARF5_chr7_127588386_127591700_+_ENSG00000004059.11_ENSG00000004059.11.unspliced",640,1402,691,267,"protein_coding"
"ARFGAP1_chr20_63272785_63289790_+_ENSG00000101199.13_ENSG00000101199.13.unspliced",6936,3803,11364,569,"protein_coding"
"ARFGAP2_chr11_47164299_47177125_-_ENSG00000149182.15_ENSG00000149182.15.unspliced",2622,3880,5169,1661,"protein_coding"
"ARHGAP11B_chr15_30624494_30649529_+_ENSG00000285077.4_ENSG00000285077.4.unspliced",632,21650,213,18911,"protein_coding"
"ARHGAP21_chr10_24583609_24723887_-_ENSG00000107863.20_ENSG00000107863.20.unspliced",4247,119125,4098,100427,"protein_coding"
"ARHGAP35_chr19_46860997_47005077_+_ENSG00000160007.20_ENST00000672722.1",2035,1086,2688,1650,"protein_coding"
"ARHGAP4_chrX_153907367_153934999_-_ENSG00000089820.17_ENSG00000089820.17.unspliced",9976,4990,17211,1189,"protein_coding"
"ARHGAP6_chrX_11117651_11665920_-_ENSG00000047648.23_ENSG00000047648.23.unspliced",4000,455959,5957,375239,"protein_coding"
"ARHGEF12_chr11_120336413_120489937_+_ENSG00000196914.9_ENSG00000196914.9.unspliced",1249,134558,2336,115206,"protein_coding"
"ARID1A_chr1_26693236_26782104_+_ENSG00000117713.21_ENSG00000117713.21.unspliced",3102,54213,4247,33809,"protein_coding"
"ARID1B_chr6_156776020_157210779_+_ENSG00000049618.25_ENSG00000049618.25.unspliced",9570,350945,16124,273828,"protein_coding"
"ARID3A_chr19_925781_975939_+_ENSG00000116017.11_ENSG00000116017.11.unspliced",19165,4913,27762,1154,"protein_coding"
"ARID4B_chr1_235131634_235328219_-_ENSG00000054267.22_ENSG00000054267.22.unspliced",4496,159072,4456,122923,"protein_coding"
"ARID5A_chr2_96536743_96552638_+_ENSG00000196843.18_ENSG00000196843.18.unspliced",3477,2078,5825,1337,"protein_coding"
"ARIH1_chr15_72474330_72602987_+_ENSG00000166233.15_ENSG00000166233.15.unspliced",1512,110639,2052,92114,"protein_coding"
"ARIH2_chr3_48918821_48986382_+_ENSG00000177479.20_ENSG00000177479.20.unspliced",958,42738,1916,25592,"protein_coding"
"ARL15_chr5_53883942_54310582_-_ENSG00000185305.12_ENSG00000185305.12.unspliced",948,361116,1679,295851,"protein_coding"
"ARL8A_chr1_202133404_202144743_-_ENSG00000143862.8_ENSG00000143862.8.unspliced",2443,1744,2601,870,"protein_coding"
"ARL8B_chr3_5122249_5180911_+_ENSG00000134108.14_ENSG00000134108.14.unspliced",472,52261,262,40133,"protein_coding"
"ARMC1_chr8_65602458_65634217_-_ENSG00000104442.10_ENSG00000104442.10.unspliced",1159,23732,588,17522,"protein_coding"
"ARMC6_chr19_19033575_19060311_+_ENSG00000105676.14_ENSG00000105676.14.unspliced",2496,10332,7848,3826,"protein_coding"
"ARMC8_chr3_138187248_138298384_+_ENSG00000114098.18_ENSG00000114098.18.unspliced",1029,93270,1065,74253,"protein_coding"
"ARMT1_chr6_151452258_151470101_+_ENSG00000146476.11_ENSG00000146476.11.unspliced",284,13624,696,11422,"protein_coding"
"ARPC1A_chr7_99325898_99366262_+_ENSG00000241685.10_ENSG00000241685.10.unspliced",603,22469,2639,13863,"protein_coding"
"ARPC1B_chr7_99374249_99394816_+_ENSG00000130429.16_ENSG00000130429.16.unspliced",4542,2378,7680,1119,"protein_coding"
"ARPC4-TTLL3_chr3_9793082_9835401_+_ENSG00000250151.9_ENSG00000250151.9.unspliced",2877,15489,8961,7323,"protein_coding"
"ARPC4_chr3_9792495_9807101_+_ENSG00000241553.13_ENSG00000241553.13.unspliced",1478,5782,2055,3845,"protein_coding"
"ARPP19_chr15_52547045_52569883_-_ENSG00000128989.11_ENSG00000128989.11.unspliced",542,18582,1786,15827,"protein_coding"
"ARRDC1_chr9_137605685_137615360_+_ENSG00000197070.14_ENSG00000197070.14.unspliced",3649,1674,6695,299,"protein_coding"
"ARVCF_chr22_19969896_20016823_-_ENSG00000099889.14_ENSG00000099889.14.unspliced",16102,12153,32186,5537,"protein_coding"
"ASB1_chr2_238426742_238452250_+_ENSG00000065802.12_ENSG00000065802.12.unspliced",3254,18158,6005,11078,"protein_coding"
"ASF1B_chr19_14119512_14136613_-_ENSG00000105011.9_ENSG00000105011.9.unspliced",520,2107,1674,387,"protein_coding"
"ASIC4_chr2_219514170_219538772_+_ENSG00000072182.14_ENSG00000072182.14.unspliced",6756,6214,14383,1792,"protein_coding"
"ASPH_chr8_61500556_61714640_-_ENSG00000198363.18_ENSG00000198363.18.unspliced",2105,178863,5211,152040,"protein_coding"
"ASPM_chr1_197084121_197146694_-_ENSG00000066279.19_ENSG00000066279.19.unspliced",221,53570,887,51209,"protein_coding"
"ASXL2_chr2_25733753_25878487_-_ENSG00000143970.18_ENSG00000143970.18.unspliced",1073,118060,1012,90738,"protein_coding"
"ATAD3A_chr1_1512162_1534685_+_ENSG00000197785.14_ENSG00000197785.14.unspliced",9192,2103,12591,545,"protein_coding"
"ATAD3B_chr1_1471765_1497848_+_ENSG00000160072.20_ENSG00000160072.20.unspliced",10262,2961,11804,941,"protein_coding"
"ATAD5_chr17_30831966_30895869_+_ENSG00000176208.9_ENSG00000176208.9.unspliced",1070,51242,1664,33123,"protein_coding"
"ATF1_chr12_50763710_50821162_+_ENSG00000123268.9_ENSG00000123268.9.unspliced",1230,36775,1094,25661,"protein_coding"
"ATF2_chr2_175072250_175168382_-_ENSG00000115966.18_ENSG00000115966.18.unspliced",1971,89372,1101,77749,"protein_coding"
"ATF6B_chr6_32115264_32128253_-_ENSG00000213676.13_ENSG00000213676.13.unspliced",1367,3456,2492,1088,"protein_coding"
"ATF6_chr1_161766298_161977574_+_ENSG00000118217.7_ENSG00000118217.7.unspliced",1482,172769,2774,149663,"protein_coding"
"ATG2B_chr14_96279195_96363341_-_ENSG00000066739.12_ENST00000359933.6",214,8451,765,6716,"protein_coding"
"ATG4B_chr2_241637213_241673857_+_ENSG00000168397.17_ENSG00000168397.17.unspliced",4898,13144,11386,5175,"protein_coding"
"ATIC_chr2_215311956_215349773_+_ENSG00000138363.15_ENSG00000138363.15.unspliced",658,31813,354,23851,"protein_coding"
"ATL2_chr2_38293954_38377285_-_ENSG00000119787.14_ENSG00000119787.14.unspliced",1301,72897,1477,59722,"protein_coding"
"ATOX1_chr5_151742316_151772532_-_ENSG00000177556.12_ENSG00000177556.12.unspliced",2369,13670,3141,9075,"protein_coding"
"ATP11A_chr13_112690038_112887168_+_ENSG00000068650.19_ENST00000375645.8",1512,1795,3432,1599,"protein_coding"
"ATP11B_chr3_182793503_182923011_+_ENSG00000058063.17_ENSG00000058063.17.unspliced",1234,116642,1527,103881,"protein_coding"
"ATP13A1_chr19_19645198_19663676_-_ENSG00000105726.17_ENSG00000105726.17.unspliced",6328,2181,10429,1311,"protein_coding"
"ATP13A3_chr3_194402672_194498364_-_ENSG00000133657.17_ENSG00000133657.17.unspliced",2963,82002,2221,68521,"protein_coding"
"ATP1A1_chr1_116372668_116410261_+_ENSG00000163399.16_ENSG00000163399.16.unspliced",1969,26684,3017,18462,"protein_coding"
"ATP1B3_chr3_141876124_141926549_+_ENSG00000069849.11_ENSG00000069849.11.unspliced",1524,41797,1080,33016,"protein_coding"
"ATP2A2_chr12_110280756_110351093_+_ENSG00000174437.18_ENSG00000174437.18.unspliced",2124,53495,2403,37583,"protein_coding"
"ATP2A3_chr17_3923868_3964464_-_ENSG00000074370.19_ENSG00000074370.19.unspliced",12674,3345,21614,1433,"protein_coding"
"ATP2B1_chr12_89588049_89709366_-_ENSG00000070961.17_ENSG00000070961.17.unspliced",2073,112486,1940,99774,"protein_coding"
"ATP5MC2_chr12_53632726_53677408_-_ENSG00000135390.21_ENSG00000135390.21.unspliced",982,23978,2623,12809,"protein_coding"
"ATP5MF-PTCD1_chr7_99419749_99466197_-_ENSG00000248919.7_ENSG00000248919.7.unspliced",5809,6986,14625,2791,"protein_coding"
"ATP5MF_chr7_99448475_99466186_-_ENSG00000241468.8_ENSG00000241468.8.unspliced",1834,2792,5403,1304,"protein_coding"
"ATP5PO_chr21_33903453_33915814_-_ENSG00000241837.7_ENSG00000241837.7.unspliced",661,8215,534,6840,"protein_coding"
"ATP6V0A2_chr12_123712353_123761755_+_ENSG00000185344.15_ENSG00000185344.15.unspliced",1426,35863,3228,21166,"protein_coding"
"ATP6V0D1_chr16_67438014_67481181_-_ENSG00000159720.13_ENSG00000159720.13.unspliced",7156,9602,19380,2885,"protein_coding"
"ATP6V0E1_chr5_172983771_173035445_+_ENSG00000113732.9_ENSG00000113732.9.unspliced",1097,31089,780,20232,"protein_coding"
"ATP6V1E1_chr22_17592136_17628749_-_ENSG00000131100.13_ENSG00000131100.13.unspliced",843,21900,1201,13932,"protein_coding"
"ATP6V1G1_chr9_114587706_114598915_+_ENSG00000136888.8_ENSG00000136888.8.unspliced",476,7251,765,5767,"protein_coding"
"ATPSCKMT_chr5_10225507_10249897_-_ENSG00000150756.14_ENSG00000150756.14.unspliced",1115,16289,2051,12411,"protein_coding"
"ATRIP_chr3_48446710_48467645_+_ENSG00000164053.22_ENSG00000164053.22.unspliced",1842,8723,2715,4493,"protein_coding"
"ATR_chr3_142449007_142578733_-_ENSG00000175054.16_ENSG00000175054.16.unspliced",672,102766,670,88874,"protein_coding"
"ATXN2L_chr16_28822999_28837237_+_ENSG00000168488.19_ENSG00000168488.19.unspliced",3791,5922,4604,2915,"protein_coding"
"ATXN2_chr12_111443485_111599676_-_ENSG00000204842.18_ENSG00000204842.18.unspliced",6731,120030,6427,79311,"protein_coding"
"ATXN7L3_chr17_44191805_44200113_-_ENSG00000087152.16_ENSG00000087152.16.unspliced",2652,1674,5601,259,"protein_coding"
"AUH_chr9_91213815_91361918_-_ENSG00000148090.12_ENSG00000148090.12.unspliced",947,119088,2576,96685,"protein_coding"
