"seqName","NEAT1chk1_tuc0.01","NEAT1chk1116_tuc0.01","NEAT1chk22_tuc0.01","NEAT1chk910_tuc0.01","gene_type"
"ARHGAP6_chrX_11117651_11665920_-_ENSG00000047648.23_ENSG00000047648.23.unspliced",2642,329788,3633,286456,"protein_coding"
"ARID1B_chr6_156776020_157210779_+_ENSG00000049618.25_ENSG00000049618.25.unspliced",5060,251240,3840,223832,"protein_coding"
"ARID4B_chr1_235131634_235328219_-_ENSG00000054267.22_ENSG00000054267.22.unspliced",2729,129512,639,108168,"protein_coding"
"ARMC6_chr19_19033575_19060311_+_ENSG00000105676.14_ENSG00000105676.14.unspliced",1391,5535,5893,2417,"protein_coding"
"ARPC4-TTLL3_chr3_9793082_9835401_+_ENSG00000250151.9_ENSG00000250151.9.unspliced",2190,5029,3010,4599,"protein_coding"
"ARVCF_chr22_19969896_20016823_-_ENSG00000099889.14_ENSG00000099889.14.unspliced",14109,4160,29088,3498,"protein_coding"
"ASB1_chr2_238426742_238452250_+_ENSG00000065802.12_ENSG00000065802.12.unspliced",2389,9800,3643,7072,"protein_coding"
"ASPH_chr8_61500556_61714640_-_ENSG00000198363.18_ENSG00000198363.18.unspliced",1248,139675,1824,128919,"protein_coding"
"ATG4B_chr2_241637213_241673857_+_ENSG00000168397.17_ENSG00000168397.17.unspliced",3591,4683,8160,2414,"protein_coding"
"ATIC_chr2_215311956_215349773_+_ENSG00000138363.15_ENSG00000138363.15.unspliced",420,27521,354,21874,"protein_coding"
"ATP11A_chr13_112690038_112887168_+_ENSG00000068650.19_ENST00000375645.8",407,1513,2242,1364,"protein_coding"
"ATP1A1_chr1_116372668_116410261_+_ENSG00000163399.16_ENSG00000163399.16.unspliced",1969,14299,2780,11727,"protein_coding"
"ATP2A2_chr12_110280756_110351093_+_ENSG00000174437.18_ENSG00000174437.18.unspliced",1658,37309,241,29723,"protein_coding"
"ATP5PO_chr21_33903453_33915814_-_ENSG00000241837.7_ENSG00000241837.7.unspliced",312,4666,534,3790,"protein_coding"
"ATP6V0D1_chr16_67438014_67481181_-_ENSG00000159720.13_ENSG00000159720.13.unspliced",4589,2354,15303,1468,"protein_coding"
"ATPSCKMT_chr5_10225507_10249897_-_ENSG00000150756.14_ENSG00000150756.14.unspliced",1115,11444,969,8499,"protein_coding"
"ATRIP_chr3_48446710_48467645_+_ENSG00000164053.22_ENSG00000164053.22.unspliced",1558,3085,2034,1000,"protein_coding"
"ATXN2_chr12_111443485_111599676_-_ENSG00000204842.18_ENSG00000204842.18.unspliced",3468,82392,2627,65204,"protein_coding"
"AUH_chr9_91213815_91361918_-_ENSG00000148090.12_ENSG00000148090.12.unspliced",418,86180,240,77592,"protein_coding"
"AXIN1_chr16_287440_352723_-_ENSG00000103126.15_ENSG00000103126.15.unspliced",9483,4396,20544,1107,"protein_coding"
"B3GNT2_chr2_62196115_62224731_+_ENSG00000170340.11_ENSG00000170340.11.unspliced",1001,11157,466,9076,"protein_coding"
"BAG1_chr9_33247820_33264720_-_ENSG00000107262.26_ENSG00000107262.26.unspliced",727,3429,819,3183,"protein_coding"
"BAZ1A_chr14_34752731_34875647_-_ENSG00000198604.11_ENSG00000198604.11.unspliced",1760,70239,682,61672,"protein_coding"
"BAZ1B_chr7_73440406_73522293_-_ENSG00000009954.11_ENSG00000009954.11.unspliced",831,34955,637,28718,"protein_coding"
"BAZ2A_chr12_56595596_56636816_-_ENSG00000076108.12_ENSG00000076108.12.unspliced",1634,4890,985,4454,"protein_coding"
"BCAN-AS2_chr1_156614740_156661503_-_ENSG00000229953.2_ENSG00000229953.2.unspliced",4291,2628,5999,1616,"lncRNA"
"BCL2L1_chr20_31664452_31723989_-_ENSG00000171552.14_ENSG00000171552.14.unspliced",1086,8090,1598,5558,"protein_coding"
"BCL7B_chr7_73536356_73557690_-_ENSG00000106635.8_ENSG00000106635.8.unspliced",766,4689,511,2239,"protein_coding"
"BCOR_chrX_40049815_40177329_-_ENSG00000183337.18_ENSG00000183337.18.unspliced",22106,5045,10448,6592,"protein_coding"
"BCR_chr22_23179704_23318037_+_ENSG00000186716.21_ENSG00000186716.21.unspliced",9670,11312,36605,6752,"protein_coding"
"BICD2_chr9_92711363_92764833_-_ENSG00000185963.14_ENSG00000185963.14.unspliced",5430,14801,16401,9293,"protein_coding"
"BID_chr22_17734138_17774770_-_ENSG00000015475.19_ENSG00000015475.19.unspliced",4628,2662,8773,2078,"protein_coding"
"BIN3_chr8_22620418_22669148_-_ENSG00000147439.14_ENSG00000147439.14.unspliced",2337,3609,9987,4519,"protein_coding"
"BLCAP_chr20_37492472_37527931_-_ENSG00000166619.15_ENSG00000166619.15.unspliced",1824,6026,1725,4917,"protein_coding"
"BLTP2_chr17_28614446_28645454_-_ENSG00000007202.16_ENSG00000007202.16.unspliced",862,4624,1221,1840,"protein_coding"
"BMS1_chr10_42782795_42834937_+_ENSG00000165733.8_ENSG00000165733.8.unspliced",314,35816,1301,30780,"protein_coding"
"BRAT1_chr7_2537810_2555694_-_ENSG00000106009.16_ENSG00000106009.16.unspliced",3983,3020,7356,1553,"protein_coding"
"BRD3_chr9_134030305_134068535_-_ENSG00000169925.17_ENSG00000169925.17.unspliced",13297,2175,19319,1654,"protein_coding"
"BRD4_chr19_15235519_15332545_-_ENSG00000141867.19_ENSG00000141867.19.unspliced",4882,13835,11900,12251,"protein_coding"
"BRD7_chr16_50313487_50368988_-_ENSG00000166164.17_ENSG00000166164.17.unspliced",795,37316,1270,33324,"protein_coding"
"BRD9_chr5_850291_892801_-_ENSG00000028310.18_ENSG00000028310.18.unspliced",4915,2608,12217,1296,"protein_coding"
"BSDC1_chr1_32364633_32394731_-_ENSG00000160058.19_ENSG00000160058.19.unspliced",797,3804,2063,2791,"protein_coding"
"C1RL_chr12_7089587_7109238_-_ENSG00000139178.12_ENSG00000139178.12.unspliced",227,3732,2461,3713,"protein_coding"
"C1orf159_chr1_1081818_1116361_-_ENSG00000131591.18_ENSG00000131591.18.unspliced",8299,2002,10622,1030,"protein_coding"
"C21orf58_chr21_46300181_46323875_-_ENSG00000160298.18_ENSG00000160298.18.unspliced",1592,2386,2784,780,"protein_coding"
"C22orf39_chr22_19351368_19447711_-_ENSG00000242259.9_ENSG00000242259.9.unspliced",4780,14668,5909,12417,"protein_coding"
"C2CD2_chr21_41885112_41954018_-_ENSG00000157617.17_ENSG00000157617.17.unspliced",1118,10467,3716,8833,"protein_coding"
"CA8_chr8_60185412_60281400_-_ENSG00000178538.10_ENSG00000178538.10.unspliced",325,58805,703,50157,"protein_coding"
"CABIN1_chr22_24011192_24178628_+_ENSG00000099991.18_ENSG00000099991.18.unspliced",12287,35259,37945,27194,"protein_coding"
"CAMKK2_chr12_121237675_121298308_-_ENSG00000110931.19_ENSG00000110931.19.unspliced",5806,3822,9496,1646,"protein_coding"
"CARS1_chr11_3000922_3057613_-_ENSG00000110619.18_ENSG00000110619.18.unspliced",3273,6707,10846,4939,"protein_coding"
"CASC3_chr17_40140318_40172183_+_ENSG00000108349.18_ENSG00000108349.18.unspliced",527,7732,256,5743,"protein_coding"
"CASP9_chr1_15490832_15526534_-_ENSG00000132906.18_ENSG00000132906.18.unspliced",1548,6153,962,4329,"protein_coding"
"CAVIN2-AS1_chr2_191844916_192085236_+_ENSG00000233766.9_ENSG00000233766.9.unspliced",913,158539,815,147923,"lncRNA"
"CBFA2T3_chr16_88874858_88977207_-_ENSG00000129993.15_ENSG00000129993.15.unspliced",34935,1412,58116,980,"protein_coding"
"CCAR2_chr8_22604757_22620964_+_ENSG00000158941.17_ENSG00000158941.17.unspliced",1234,4557,2535,3309,"protein_coding"
"CCDC12_chr3_46916634_46982010_-_ENSG00000160799.13_ENSG00000160799.13.unspliced",6502,6510,8769,4940,"protein_coding"
"CCDC136_chr7_128790757_128822132_+_ENSG00000128596.17_ENSG00000128596.17.unspliced",1200,3801,2587,3322,"protein_coding"
"CCDC144NL-AS1_chr17_20841125_21002324_+_ENSG00000233098.11_ENSG00000233098.11.unspliced",7982,78456,11382,68705,"lncRNA"
"CCDC18_chr1_93179919_93278730_+_ENSG00000122483.18_ENSG00000122483.18.unspliced",816,63659,494,59668,"protein_coding"
"CCDC66_chr3_56557161_56621837_+_ENSG00000180376.17_ENSG00000180376.17.unspliced",1884,44997,612,39253,"protein_coding"
"CCDC93_chr2_117915478_118014133_-_ENSG00000125633.11_ENSG00000125633.11.unspliced",839,36137,1185,31915,"protein_coding"
"CCM2_chr7_44999475_45076469_+_ENSG00000136280.17_ENSG00000136280.17.unspliced",2290,20738,2857,14483,"protein_coding"
"CCND2_chr12_4269771_4305353_+_ENSG00000118971.9_ENSG00000118971.9.unspliced",1917,2386,2660,2612,"protein_coding"
"CCNF_chr16_2429394_2458854_+_ENSG00000162063.13_ENSG00000162063.13.unspliced",2551,1921,5208,1506,"protein_coding"
"CCNL2_chr1_1385711_1399335_-_ENSG00000221978.13_ENSG00000221978.13.unspliced",1009,1070,1092,1065,"protein_coding"
"CCNY_chr10_35247025_35572669_+_ENSG00000108100.18_ENSG00000108100.18.unspliced",3750,124519,4527,105553,"protein_coding"
"CCS_chr11_66593153_66606019_+_ENSG00000173992.9_ENSG00000173992.9.unspliced",726,1170,1030,348,"protein_coding"
"CCT5_chr5_10249929_10266389_+_ENSG00000150753.12_ENSG00000150753.12.unspliced",654,3916,854,5079,"protein_coding"
"CD46_chr1_207752037_207795513_+_ENSG00000117335.21_ENSG00000117335.21.unspliced",576,27369,1190,27967,"protein_coding"
"CD55_chr1_207321519_207386804_+_ENSG00000196352.18_ENSG00000196352.18.unspliced",1546,46980,1288,45250,"protein_coding"
"CD58_chr1_116514534_116571039_-_ENSG00000116815.16_ENSG00000116815.16.unspliced",1840,21372,737,20176,"protein_coding"
"CDC25A_chr3_48157146_48188417_-_ENSG00000164045.12_ENSG00000164045.12.unspliced",901,12776,225,7950,"protein_coding"
"CDC37_chr19_10391090_10420121_-_ENSG00000105401.10_ENSG00000105401.10.unspliced",6271,1808,4752,1194,"protein_coding"
"CDC42BPA_chr1_226989865_227318492_-_ENSG00000143776.20_ENSG00000143776.20.unspliced",2751,225978,1248,211050,"protein_coding"
"CDC45_chr22_19479457_19520612_+_ENSG00000093009.11_ENSG00000093009.11.unspliced",2701,10020,7422,8696,"protein_coding"
"CDC73_chr1_193121983_193254815_+_ENSG00000134371.15_ENSG00000134371.15.unspliced",1505,107612,1101,102316,"protein_coding"
"CDK5RAP2_chr9_120388875_120580170_-_ENSG00000136861.19_ENSG00000136861.19.unspliced",869,91212,2598,71958,"protein_coding"
"CENPJ_chr13_24882279_24922889_-_ENSG00000151849.16_ENSG00000151849.16.unspliced",1281,22500,926,20648,"protein_coding"
"CENPO_chr2_24793136_24822376_+_ENSG00000138092.11_ENSG00000138092.11.unspliced",709,14024,961,12406,"protein_coding"
"CEP192_chr18_12991362_13125052_+_ENSG00000101639.19_ENSG00000101639.19.unspliced",1984,83409,449,68608,"protein_coding"
"CEP43_chr6_166999174_167052718_+_ENSG00000213066.14_ENSG00000213066.14.unspliced",761,30125,1128,27319,"protein_coding"
"CEP72_chr5_612340_667168_+_ENSG00000112877.8_ENSG00000112877.8.unspliced",7395,10531,12189,8308,"protein_coding"
"CEP83_chr12_94306449_94459988_-_ENSG00000173588.16_ENSG00000173588.16.unspliced",467,113560,1449,96394,"protein_coding"
"CFAP298_chr21_32592079_32612603_-_ENSG00000159079.19_ENSG00000159079.19.unspliced",423,3018,706,3123,"protein_coding"
"CFLAR_chr2_201116154_201176687_+_ENSG00000003402.21_ENSG00000003402.21.unspliced",1692,18168,801,14968,"protein_coding"
"CHAF1A_chr19_4402640_4445018_+_ENSG00000167670.16_ENSG00000167670.16.unspliced",2741,3318,7495,2954,"protein_coding"
"CHCHD3_chr7_132784870_133082090_-_ENSG00000106554.13_ENSG00000106554.13.unspliced",2983,203827,770,174160,"protein_coding"
"CHD7_chr8_60678740_60868028_+_ENSG00000171316.14_ENSG00000171316.14.unspliced",2159,123057,306,106859,"protein_coding"
"CHD9_chr16_53054991_53329150_+_ENSG00000177200.18_ENSG00000177200.18.unspliced",2209,163298,811,141772,"protein_coding"
"CHKA_chr11_68052859_68121444_-_ENSG00000110721.12_ENSG00000110721.12.unspliced",940,27126,1350,21372,"protein_coding"
"CHST10_chr2_100391860_100417668_-_ENSG00000115526.11_ENSG00000115526.11.unspliced",636,5024,4169,3584,"protein_coding"
"CHST11_chr12_104455295_104762014_+_ENSG00000171310.11_ENSG00000171310.11.unspliced",3649,48743,6260,41513,"protein_coding"
"CIZ1_chr9_128161251_128204383_-_ENSG00000148337.22_ENSG00000148337.22.unspliced",4547,1795,7886,2178,"protein_coding"
"CLCN6_chr1_11806096_11848079_+_ENSG00000011021.23_ENSG00000011021.23.unspliced",625,9086,5017,4942,"protein_coding"
"CLPTM1_chr19_44954585_44993341_+_ENSG00000104853.16_ENSG00000104853.16.unspliced",4344,1994,8668,1477,"protein_coding"
"CMIP_chr16_81444808_81711762_+_ENSG00000153815.18_ENSG00000153815.18.unspliced",12744,26087,41165,15146,"protein_coding"
"CMTR1_chr6_37433219_37482827_+_ENSG00000137200.13_ENSG00000137200.13.unspliced",512,16098,2062,11981,"protein_coding"
"CNDP2_chr18_74495816_74523454_+_ENSG00000133313.15_ENSG00000133313.15.unspliced",2953,4366,4526,3068,"protein_coding"
"CNNM3_chr2_96816245_96835382_+_ENSG00000168763.16_ENSG00000168763.16.unspliced",1566,2566,4545,1499,"protein_coding"
"CNOT2_chr12_70243002_70354993_+_ENSG00000111596.14_ENSG00000111596.14.unspliced",958,101364,439,92589,"protein_coding"
"COG5_chr7_107201372_107564261_-_ENSG00000164597.15_ENSG00000164597.15.unspliced",1643,267286,3469,249398,"protein_coding"
"COG8_chr16_69320140_69339583_-_ENSG00000213380.16_ENSG00000213380.16.unspliced",1860,1548,2851,639,"protein_coding"
"COLGALT2_chr1_183929854_184037729_-_ENSG00000198756.12_ENSG00000198756.12.unspliced",1539,49173,2271,44821,"protein_coding"
"COMT_chr22_19941371_19969975_+_ENSG00000093010.15_ENSG00000093010.15.unspliced",4098,1961,9150,1952,"protein_coding"
"COP1_chr1_175944831_176207286_-_ENSG00000143207.21_ENSG00000143207.21.unspliced",1844,201033,747,183462,"protein_coding"
"COPS2_chr15_49106068_49155661_-_ENSG00000166200.15_ENSG00000166200.15.unspliced",413,41742,767,40198,"protein_coding"
"COQ9_chr16_57447425_57461270_+_ENSG00000088682.14_ENSG00000088682.14.unspliced",367,4053,281,2175,"protein_coding"
"CPNE1_chr20_35626031_35664956_-_ENSG00000214078.13_ENSG00000214078.13.unspliced",1707,19550,2396,16529,"protein_coding"
"CR1L_chr1_207645113_207738416_+_ENSG00000197721.17_ENSG00000197721.17.unspliced",906,30725,1840,34630,"protein_coding"
"CRAMP1_chr16_1612337_1677908_+_ENSG00000007545.16_ENSG00000007545.16.unspliced",9335,3514,12273,1825,"protein_coding"
"CROCCP2_chr1_16618969_16657232_-_ENSG00000215908.12_ENSG00000215908.12.unspliced",8110,7131,14483,5140,"transcribed_unprocessed_pseudogene"
"CRY2_chr11_45847118_45883248_+_ENSG00000121671.12_ENSG00000121671.12.unspliced",1167,1226,2630,1839,"protein_coding"
"CSAD_chr12_53157663_53180925_-_ENSG00000139631.20_ENSG00000139631.20.unspliced",920,6383,1653,5615,"protein_coding"
"CSK_chr15_74782080_74803197_+_ENSG00000103653.17_ENSG00000103653.17.unspliced",2731,1548,7518,840,"protein_coding"
"CTBP2_chr10_124984317_125161170_-_ENSG00000175029.17_ENSG00000175029.17.unspliced",12626,26387,22274,23510,"protein_coding"
"CTCFL_chr20_57495966_57525652_-_ENSG00000124092.13_ENSG00000124092.13.unspliced",340,7969,886,6141,"protein_coding"
"CTSB_chr8_11842524_11869533_-_ENSG00000164733.23_ENSG00000164733.23.unspliced",2575,1406,4261,1096,"protein_coding"
"CTTN_chr11_70398404_70436584_+_ENSG00000085733.16_ENSG00000085733.16.unspliced",5129,2832,7040,3007,"protein_coding"
"CUL1_chr7_148697914_148801110_+_ENSG00000055130.18_ENSG00000055130.18.unspliced",1826,58618,1049,51278,"protein_coding"
"CUL4A_chr13_113208193_113267108_+_ENSG00000139842.15_ENSG00000139842.15.unspliced",3278,16018,668,15229,"protein_coding"
"CYRIB_chr8_129839593_130017504_-_ENSG00000153310.22_ENSG00000153310.22.unspliced",2267,74089,945,67310,"protein_coding"
"CZIB_chr1_53214099_53220634_-_ENSG00000162384.14_ENSG00000162384.14.unspliced",410,2249,418,1051,"protein_coding"
"D2HGDH_chr2_241734602_241768816_+_ENSG00000180902.18_ENSG00000180902.18.unspliced",10218,2147,10281,661,"protein_coding"
"DBF4B_chr17_44708608_44752264_+_ENSG00000161692.18_ENSG00000161692.18.unspliced",639,8336,2731,6056,"protein_coding"
"DBNL_chr7_44044640_44069456_+_ENSG00000136279.21_ENSG00000136279.21.unspliced",4127,2395,10660,1756,"protein_coding"
"DCAF4_chr14_72926377_72959703_+_ENSG00000119599.17_ENSG00000119599.17.unspliced",1236,5027,1628,2535,"protein_coding"
"DCUN1D2_chr13_113455819_113490951_-_ENSG00000150401.15_ENSG00000150401.15.unspliced",2255,15591,2201,10631,"protein_coding"
"DCUN1D4_chr4_51843000_51916837_+_ENSG00000109184.15_ENSG00000109184.15.unspliced",2926,47536,2812,40946,"protein_coding"
"DDX11_chr12_31073860_31104799_+_ENSG00000013573.17_ENSG00000013573.17.unspliced",3746,4323,8331,2996,"protein_coding"
"DDX12P_chr12_9418673_9448229_-_ENSG00000214826.5_ENSG00000214826.5.unspliced",3185,3413,9065,2640,"transcribed_unprocessed_pseudogene"
"DDX1_chr2_15591178_15634346_+_ENSG00000079785.16_ENSG00000079785.16.unspliced",2600,29545,974,26719,"protein_coding"
"DDX23_chr12_48829756_48852842_-_ENSG00000174243.11_ENSG00000174243.11.unspliced",1763,2090,1319,1526,"protein_coding"
"DDX54_chr12_113157173_113185479_-_ENSG00000123064.13_ENSG00000123064.13.unspliced",4511,1839,7425,382,"protein_coding"
"DEDD2_chr19_42198598_42220140_-_ENSG00000160570.14_ENSG00000160570.14.unspliced",4229,2645,5803,2425,"protein_coding"
"DEF6_chr6_35297818_35321771_+_ENSG00000023892.12_ENSG00000023892.12.unspliced",1846,4637,2179,4909,"protein_coding"
"DELE1_chr5_141923855_141942047_+_ENSG00000081791.9_ENSG00000081791.9.unspliced",372,2767,769,1348,"protein_coding"
"DGCR2_chr22_19036282_19122454_-_ENSG00000070413.21_ENSG00000070413.21.unspliced",6892,22385,11946,14604,"protein_coding"
"DGCR8_chr22_20080221_20111877_+_ENSG00000128191.17_ENSG00000128191.17.unspliced",1777,6276,5043,4701,"protein_coding"
"DHCR24_chr1_54849627_54887195_-_ENSG00000116133.13_ENSG00000116133.13.unspliced",1596,10827,2197,6989,"protein_coding"
"DHODH_chr16_72008588_72027664_+_ENSG00000102967.12_ENSG00000102967.12.unspliced",1301,1620,2067,1743,"protein_coding"
"DHRS3_chr1_12567909_12620133_-_ENSG00000162496.10_ENSG00000162496.10.unspliced",3962,1223,5451,2367,"protein_coding"
"DHX30_chr3_47802909_47850195_+_ENSG00000132153.15_ENSG00000132153.15.unspliced",4750,3850,4530,4334,"protein_coding"
"DHX35_chr20_38962299_39039723_+_ENSG00000101452.15_ENSG00000101452.15.unspliced",731,45973,738,36520,"protein_coding"
"DHX37_chr12_124946825_124989131_-_ENSG00000150990.9_ENSG00000150990.9.unspliced",4371,2044,12011,805,"protein_coding"
"DIDO1_chr20_62877738_62937952_-_ENSG00000101191.17_ENSG00000101191.17.unspliced",5641,9141,3975,9179,"protein_coding"
"DNAAF5_chr7_726699_786475_+_ENSG00000164818.16_ENSG00000164818.16.unspliced",9244,9900,11944,7610,"protein_coding"
"DNAJA3_chr16_4425805_4456775_+_ENSG00000103423.14_ENSG00000103423.14.unspliced",1755,4185,1571,3881,"protein_coding"
"DNAJB6_chr7_157335381_157417439_+_ENSG00000105993.15_ENSG00000105993.15.unspliced",7349,21258,8035,15168,"protein_coding"
