seqName,NEAT1chk1_tuc0.05,NEAT1chk1116_tuc0.05,NEAT1chk22_tuc0.05,NEAT1chk910_tuc0.05,gene_type
ANKRD17_chr4_73073376_73258798_-_ENSG00000132466.20_ENSG00000132466.20.unspliced,5174,156583,1901,138307,protein_coding
ANKRD23_chr2_96824526_96857934_-_ENSG00000163126.15_ENSG00000163126.15.unspliced,8701,5870,10806,5368,protein_coding
ANKRD27_chr19_32597006_32676597_-_ENSG00000105186.16_ENSG00000105186.16.unspliced,16756,25482,11157,16525,protein_coding
ANKRD36_chr2_97113153_97264521_+_ENSG00000135976.21_ENSG00000135976.21.unspliced,1762,138287,1631,127787,protein_coding
ANKRD52_chr12_56237807_56258384_-_ENSG00000139645.11_ENSG00000139645.11.unspliced,10523,3793,7822,835,protein_coding
ANKS3_chr16_4696510_4734378_-_ENSG00000168096.15_ENSG00000168096.15.unspliced,9892,11130,5785,10354,protein_coding
ANKS6_chr9_98731329_98796965_-_ENSG00000165138.18_ENSG00000165138.18.unspliced,11737,33479,11127,26795,protein_coding
ANKZF1_chr2_219229783_219236679_+_ENSG00000163516.14_ENSG00000163516.14.unspliced,2416,2848,1080,1772,protein_coding
ANP32A_chr15_68778535_68820897_-_ENSG00000140350.15_ENSG00000140350.15.unspliced,11561,17612,5228,8052,protein_coding
ANP32B_chr9_97983341_98015943_+_ENSG00000136938.9_ENSG00000136938.9.unspliced,2299,21881,2426,21509,protein_coding
ANXA11_chr10_80150889_80205572_-_ENSG00000122359.18_ENSG00000122359.18.unspliced,14464,22824,16404,12426,protein_coding
AP1B1_chr22_29327680_29388583_-_ENSG00000100280.17_ENSG00000100280.17.unspliced,13868,16709,15287,8827,protein_coding
AP3D1_chr19_2100988_2164468_-_ENSG00000065000.20_ENSG00000065000.20.unspliced,28267,11899,26437,2835,protein_coding
AP5Z1_chr7_4775615_4794397_+_ENSG00000242802.9_ENSG00000242802.9.unspliced,11476,2254,9868,846,protein_coding
APBB3_chr5_140558268_140564781_-_ENSG00000113108.20_ENSG00000113108.20.unspliced,3055,3916,3667,422,protein_coding
APH1A_chr1_150265399_150269580_-_ENSG00000117362.13_ENSG00000117362.13.unspliced,3025,1243,3854,240,protein_coding
APLP2_chr11_130068147_130144811_+_ENSG00000084234.18_ENSG00000084234.18.unspliced,7628,49432,3935,41788,protein_coding
ARAF_chrX_47561205_47571908_+_ENSG00000078061.14_ENSG00000078061.14.unspliced,4129,5475,4025,4059,protein_coding
ARF1_chr1_228082708_228099212_+_ENSG00000143761.17_ENSG00000143761.17.unspliced,9063,6551,4803,1917,protein_coding
ARFGAP2_chr11_47164299_47177125_-_ENSG00000149182.15_ENSG00000149182.15.unspliced,7832,2809,5266,523,protein_coding
ARHGAP21_chr10_24583609_24723887_-_ENSG00000107863.20_ENSG00000107863.20.unspliced,4612,112002,1795,100096,protein_coding
ARHGAP4_chrX_153907367_153934999_-_ENSG00000089820.17_ENSG00000089820.17.unspliced,15683,2135,15442,1294,protein_coding
ARHGAP6_chrX_11117651_11665920_-_ENSG00000047648.23_ENSG00000047648.23.unspliced,5642,467122,5481,419070,protein_coding
ARID1A_chr1_26693236_26782104_+_ENSG00000117713.21_ENSG00000117713.21.unspliced,6325,49566,4775,40701,protein_coding
ARID1B_chr6_156776020_157210779_+_ENSG00000049618.25_ENSG00000049618.25.unspliced,15906,348587,5362,311539,protein_coding
ARID3A_chr19_925781_975939_+_ENSG00000116017.11_ENSG00000116017.11.unspliced,25906,2677,19844,682,protein_coding
ARID4B_chr1_235131634_235328219_-_ENSG00000054267.22_ENSG00000054267.22.unspliced,7809,127713,2895,115850,protein_coding
ARID5A_chr2_96536743_96552638_+_ENSG00000196843.18_ENSG00000196843.18.unspliced,5421,2505,5919,2734,protein_coding
ARIH2_chr3_48918821_48986382_+_ENSG00000177479.20_ENSG00000177479.20.unspliced,2887,32974,1014,26045,protein_coding
ARL15_chr5_53883942_54310582_-_ENSG00000185305.12_ENSG00000185305.12.unspliced,3900,344923,1161,322003,protein_coding
ARL8A_chr1_202133404_202144743_-_ENSG00000143862.8_ENSG00000143862.8.unspliced,3183,2052,1106,1570,protein_coding
ARMC6_chr19_19033575_19060311_+_ENSG00000105676.14_ENSG00000105676.14.unspliced,5548,7698,6522,5364,protein_coding
ARPC1A_chr7_99325898_99366262_+_ENSG00000241685.10_ENSG00000241685.10.unspliced,2797,17244,1688,12753,protein_coding
ARPC1B_chr7_99374249_99394816_+_ENSG00000130429.16_ENSG00000130429.16.unspliced,9052,1380,6202,259,protein_coding
ARPC4-TTLL3_chr3_9793082_9835401_+_ENSG00000250151.9_ENSG00000250151.9.unspliced,9121,12421,6182,8530,protein_coding
ARPC4_chr3_9792495_9807101_+_ENSG00000241553.13_ENSG00000241553.13.unspliced,3680,5038,1163,4738,protein_coding
ARPC5L_chr9_124862130_124877733_+_ENSG00000136950.13_ENSG00000136950.13.unspliced,5426,2446,4117,1024,protein_coding
ARVCF_chr22_19969896_20016823_-_ENSG00000099889.14_ENSG00000099889.14.unspliced,25033,11152,23983,6669,protein_coding
ASB1_chr2_238426742_238452250_+_ENSG00000065802.12_ENSG00000065802.12.unspliced,5786,15718,5550,11522,protein_coding
ASIC4_chr2_219514170_219538772_+_ENSG00000072182.14_ENSG00000072182.14.unspliced,13284,3096,10992,1399,protein_coding
ASL_chr7_66075800_66094697_+_ENSG00000126522.17_ENSG00000126522.17.unspliced,5548,1095,3373,833,protein_coding
ASPH_chr8_61500556_61714640_-_ENSG00000198363.18_ENSG00000198363.18.unspliced,6434,178276,4047,165247,protein_coding
ASXL2_chr2_25733753_25878487_-_ENSG00000143970.18_ENSG00000143970.18.unspliced,1531,98589,1266,88143,protein_coding
ATAD3A_chr1_1512162_1534685_+_ENSG00000197785.14_ENSG00000197785.14.unspliced,14909,3956,12660,713,protein_coding
ATAD3B_chr1_1471765_1497848_+_ENSG00000160072.20_ENSG00000160072.20.unspliced,15607,4082,12662,365,protein_coding
ATF6B_chr6_32115264_32128253_-_ENSG00000213676.13_ENSG00000213676.13.unspliced,5021,2191,3637,894,protein_coding
ATF6_chr1_161766298_161977574_+_ENSG00000118217.7_ENSG00000118217.7.unspliced,2880,171312,2176,157284,protein_coding
ATG4B_chr2_241637213_241673857_+_ENSG00000168397.17_ENSG00000168397.17.unspliced,14438,12654,8469,6374,protein_coding
ATG9A_chr2_219219380_219229717_-_ENSG00000198925.12_ENSG00000198925.12.unspliced,5597,1533,3876,573,protein_coding
ATOX1_chr5_151742316_151772532_-_ENSG00000177556.12_ENSG00000177556.12.unspliced,3560,12142,1739,8426,protein_coding
ATP1A1_chr1_116372668_116410261_+_ENSG00000163399.16_ENSG00000163399.16.unspliced,3240,28652,2720,25356,protein_coding
ATP1B3_chr3_141876124_141926549_+_ENSG00000069849.11_ENSG00000069849.11.unspliced,1970,36714,1870,31428,protein_coding
ATP2A3_chr17_3923868_3964464_-_ENSG00000074370.19_ENSG00000074370.19.unspliced,20055,4678,16094,1403,protein_coding
ATP5MC2_chr12_53632726_53677408_-_ENSG00000135390.21_ENSG00000135390.21.unspliced,3682,19304,322,13214,protein_coding
ATP5MF-PTCD1_chr7_99419749_99466197_-_ENSG00000248919.7_ENSG00000248919.7.unspliced,17032,8930,11533,3739,protein_coding
ATP5MF_chr7_99448475_99466186_-_ENSG00000241468.8_ENSG00000241468.8.unspliced,7782,4209,5449,2603,protein_coding
ATP5PO_chr21_33903453_33915814_-_ENSG00000241837.7_ENSG00000241837.7.unspliced,1733,9317,455,9783,protein_coding
ATP6V0A1_chr17_42458844_42522582_+_ENSG00000033627.18_ENSG00000033627.18.unspliced,4320,29335,2487,25126,protein_coding
ATP6V0A2_chr12_123712353_123761755_+_ENSG00000185344.15_ENSG00000185344.15.unspliced,3682,30103,642,26780,protein_coding
ATP6V0D1_chr16_67438014_67481181_-_ENSG00000159720.13_ENSG00000159720.13.unspliced,17533,6268,13531,3438,protein_coding
ATP6V0E1_chr5_172983771_173035445_+_ENSG00000113732.9_ENSG00000113732.9.unspliced,2439,23519,217,22326,protein_coding
ATPSCKMT_chr5_10225507_10249897_-_ENSG00000150756.14_ENSG00000150756.14.unspliced,2827,17019,2088,13149,protein_coding
ATRIP_chr3_48446710_48467645_+_ENSG00000164053.22_ENSG00000164053.22.unspliced,3080,6610,3197,6158,protein_coding
ATXN2L_chr16_28822999_28837237_+_ENSG00000168488.19_ENSG00000168488.19.unspliced,6811,5243,4556,3210,protein_coding
ATXN2_chr12_111443485_111599676_-_ENSG00000204842.18_ENSG00000204842.18.unspliced,8313,92036,5945,79478,protein_coding
AUH_chr9_91213815_91361918_-_ENSG00000148090.12_ENSG00000148090.12.unspliced,4568,116270,935,106850,protein_coding
AURKB_chr17_8204733_8210600_-_ENSG00000178999.13_ENSG00000178999.13.unspliced,2844,1132,1563,647,protein_coding
AXIN1_chr16_287440_352723_-_ENSG00000103126.15_ENSG00000103126.15.unspliced,27754,16403,26749,6347,protein_coding
B3GNT2_chr2_62196115_62224731_+_ENSG00000170340.11_ENSG00000170340.11.unspliced,5564,20533,2265,13679,protein_coding
B4GALNT1_chr12_57623409_57633239_-_ENSG00000135454.14_ENSG00000135454.14.unspliced,6415,3193,5243,870,protein_coding
B4GALT2_chr1_43978943_43991170_+_ENSG00000117411.18_ENSG00000117411.18.unspliced,7621,2738,5019,1046,protein_coding
BAG1_chr9_33247820_33264720_-_ENSG00000107262.26_ENSG00000107262.26.unspliced,1695,12065,3015,7496,protein_coding
BAG3_chr10_119651380_119677819_+_ENSG00000151929.10_ENSG00000151929.10.unspliced,6197,6884,3941,4136,protein_coding
BAG6_chr6_31639028_31652705_-_ENSG00000204463.14_ENSG00000204463.14.unspliced,5894,3317,3603,906,protein_coding
BAHD1_chr15_40439721_40468236_+_ENSG00000140320.12_ENSG00000140320.12.unspliced,12342,6425,10046,2562,protein_coding
BAP1_chr3_52401008_52410008_-_ENSG00000163930.10_ENSG00000163930.10.unspliced,4953,1273,4077,749,protein_coding
BAZ1B_chr7_73440406_73522293_-_ENSG00000009954.11_ENSG00000009954.11.unspliced,3278,48075,1248,43083,protein_coding
BAZ2A_chr12_56595596_56636816_-_ENSG00000076108.12_ENSG00000076108.12.unspliced,8439,15311,3875,12240,protein_coding
BCAN-AS2_chr1_156614740_156661503_-_ENSG00000229953.2_ENSG00000229953.2.unspliced,17442,9252,13713,5226,lncRNA
BCAP31_chrX_153700492_153724565_-_ENSG00000185825.17_ENSG00000185825.17.unspliced,10874,6025,7901,3466,protein_coding
BCAR1_chr16_75228181_75268053_-_ENSG00000050820.17_ENSG00000050820.17.unspliced,23813,5807,19522,734,protein_coding
BCAT2_chr19_48795062_48811029_-_ENSG00000105552.15_ENSG00000105552.15.unspliced,6741,2057,3310,1267,protein_coding
BCL2L1_chr20_31664452_31723989_-_ENSG00000171552.14_ENSG00000171552.14.unspliced,8338,25170,4573,12504,protein_coding
BCL2L2-PABPN1_chr14_23306833_23326175_+_ENSG00000258643.6_ENSG00000258643.6.unspliced,8932,9179,1850,7253,protein_coding
BCL7B_chr7_73536356_73557690_-_ENSG00000106635.8_ENSG00000106635.8.unspliced,1582,7307,2151,4817,protein_coding
BCOR_chrX_40049815_40177329_-_ENSG00000183337.18_ENSG00000183337.18.unspliced,58887,27933,45668,14937,protein_coding
BCR_chr22_23179704_23318037_+_ENSG00000186716.21_ENSG00000186716.21.unspliced,56718,34367,45113,20084,protein_coding
BDP1_chr5_71455651_71567820_+_ENSG00000145734.20_ENSG00000145734.20.unspliced,3942,72016,1631,64187,protein_coding
BFAR_chr16_14632931_14669236_+_ENSG00000103429.11_ENSG00000103429.11.unspliced,2310,13025,1478,10383,protein_coding
BICD2_chr9_92711363_92764833_-_ENSG00000185963.14_ENSG00000185963.14.unspliced,16840,25374,17861,14710,protein_coding
BID_chr22_17734138_17774770_-_ENSG00000015475.19_ENSG00000015475.19.unspliced,9902,10781,8866,5490,protein_coding
BIN3_chr8_22620418_22669148_-_ENSG00000147439.14_ENSG00000147439.14.unspliced,11311,16482,8874,9397,protein_coding
BIRC5_chr17_78214186_78225636_+_ENSG00000089685.15_ENSG00000089685.15.unspliced,2123,2304,318,1720,protein_coding
BLACAT1_chr1_205434885_205457091_-_ENSG00000281406.2_ENSG00000281406.2.unspliced,8254,4325,6279,2134,protein_coding
BLCAP_chr20_37492472_37527931_-_ENSG00000166619.15_ENSG00000166619.15.unspliced,13562,12103,7837,7864,protein_coding
BLVRB_chr19_40447765_40465764_-_ENSG00000090013.11_ENSG00000090013.11.unspliced,2640,3894,2223,2696,protein_coding
BMP2K_chr4_78776342_78916365_+_ENSG00000138756.19_ENSG00000138756.19.unspliced,1428,120957,296,118122,protein_coding
BNIP3_chr10_131967684_131981967_-_ENSG00000176171.12_ENSG00000176171.12.unspliced,5525,6408,982,4852,protein_coding
BOD1L1_chr4_13568738_13627725_-_ENSG00000038219.13_ENSG00000038219.13.unspliced,1076,45747,1266,39862,protein_coding
BOLA3_chr2_74135400_74147912_-_ENSG00000163170.12_ENSG00000163170.12.unspliced,3684,4893,1819,4710,protein_coding
BOP1_chr8_144262045_144291438_-_ENSG00000261236.8_ENSG00000261236.8.unspliced,19755,5387,14610,551,protein_coding
BORCS8_chr19_19176903_19192591_-_ENSG00000254901.8_ENSG00000254901.8.unspliced,6191,1452,3398,365,protein_coding
BRAP_chr12_111642146_111685956_-_ENSG00000089234.16_ENSG00000089234.16.unspliced,924,22460,202,20064,protein_coding
BRAT1_chr7_2537810_2555694_-_ENSG00000106009.16_ENSG00000106009.16.unspliced,8499,3002,6469,2341,protein_coding
BRD2_chr6_32968594_32981505_+_ENSG00000204256.15_ENSG00000204256.15.unspliced,6257,4779,6899,3143,protein_coding
BRD3_chr9_134030305_134068535_-_ENSG00000169925.17_ENSG00000169925.17.unspliced,22896,7833,20347,1313,protein_coding
BRD4_chr19_15235519_15332545_-_ENSG00000141867.19_ENSG00000141867.19.unspliced,29000,43994,20618,30810,protein_coding
BRD7_chr16_50313487_50368988_-_ENSG00000166164.17_ENSG00000166164.17.unspliced,2283,45792,293,43683,protein_coding
BRD9_chr5_850291_892801_-_ENSG00000028310.18_ENSG00000028310.18.unspliced,22525,19832,22592,5091,protein_coding
BRF2_chr8_37843268_37849861_-_ENSG00000104221.14_ENSG00000104221.14.unspliced,533,2537,227,884,protein_coding
BRI3BP_chr12_124993645_125031231_+_ENSG00000184992.13_ENSG00000184992.13.unspliced,6014,14120,1059,9894,protein_coding
BRPF1_chr3_9731729_9748019_+_ENSG00000156983.17_ENSG00000156983.17.unspliced,9741,4297,4130,498,protein_coding
BRWD1_chr21_39184176_39321559_-_ENSG00000185658.14_ENSG00000185658.14.unspliced,3566,104645,2967,97998,protein_coding
BSDC1_chr1_32364633_32394731_-_ENSG00000160058.19_ENSG00000160058.19.unspliced,4353,13434,7297,5451,protein_coding
BUD23_chr7_73683597_73698212_+_ENSG00000071462.13_ENSG00000071462.13.unspliced,5730,5741,920,4355,protein_coding
BUD31_chr7_99408641_99419616_+_ENSG00000106245.11_ENSG00000106245.11.unspliced,2912,4135,914,2929,protein_coding
BYSL_chr6_41921229_41933050_+_ENSG00000112578.11_ENSG00000112578.11.unspliced,1852,4747,1324,3098,protein_coding
C10orf71_chr10_49299170_49327492_+_ENSG00000177354.12_ENSG00000177354.12.unspliced,5293,9575,6228,5033,protein_coding
C10orf95-AS1_chr10_102435771_102461106_+_ENSG00000269609.7_ENSG00000269609.7.unspliced,2906,5426,1693,5181,lncRNA
C11orf24_chr11_68261338_68272001_-_ENSG00000171067.11_ENSG00000171067.11.unspliced,3481,3223,2563,674,protein_coding
C17orf99_chr17_78146385_78166297_+_ENSG00000187997.12_ENSG00000187997.12.unspliced,3681,2981,2894,637,protein_coding
C19orf48P_chr19_50797687_50804931_-_ENSG00000293495.2_ENSG00000293495.2.unspliced,2404,1437,1107,834,lncRNA
C1RL_chr12_7089587_7109238_-_ENSG00000139178.12_ENSG00000139178.12.unspliced,4415,4672,3567,4197,protein_coding
C1orf159_chr1_1081818_1116361_-_ENSG00000131591.18_ENSG00000131591.18.unspliced,13805,8907,14490,4467,protein_coding
C1orf174_chr1_3889125_3900293_-_ENSG00000198912.12_ENSG00000198912.12.unspliced,1347,4768,989,3219,protein_coding
C1orf43_chr1_154206696_154220637_-_ENSG00000143612.21_ENSG00000143612.21.unspliced,617,5951,251,4624,protein_coding
C21orf58_chr21_46300181_46323875_-_ENSG00000160298.18_ENSG00000160298.18.unspliced,5680,4648,3762,3776,protein_coding
C22orf39_chr22_19351368_19447711_-_ENSG00000242259.9_ENSG00000242259.9.unspliced,15402,38990,14554,24281,protein_coding
C2CD2L_chr11_119102198_119118544_+_ENSG00000172375.14_ENSG00000172375.14.unspliced,6039,3233,2581,1606,protein_coding
C2CD2_chr21_41885112_41954018_-_ENSG00000157617.17_ENSG00000157617.17.unspliced,5702,36690,4482,24335,protein_coding
CA5BP1_chrX_15674932_15703724_+_ENSG00000290746.2_ENSG00000290746.2.unspliced,2782,21854,1414,16337,lncRNA
CAB39_chr2_230712842_230821075_+_ENSG00000135932.12_ENSG00000135932.12.unspliced,2916,79389,2086,70587,protein_coding
CABIN1_chr22_24011192_24178628_+_ENSG00000099991.18_ENSG00000099991.18.unspliced,46595,69233,42603,46301,protein_coding
CACTIN_chr19_3610645_3626815_-_ENSG00000105298.14_ENSG00000105298.14.unspliced,10077,1743,7174,488,protein_coding
